stop_id,stop_name,station_id,geo_cluster
B_COREV1-JOSECASTILLO,José del Castillo,station_197_0,197
B_COREV1-GOYA,Goya,station_197_1,197
B_COREV1-MIXCOAC,Metro Mixcoac,station_197_2,197
B_COREV0-MCABRERA,Miguel Cabrera,station_197_3,197
B_COREV0-CASTANEDA,Castañeda,station_197_4,197
B_COREV0-LOSECHAVE,Los Echave,station_197_5,197
B_COREV0-TIZIANO,Tiziano,station_197_6,197
B_COREV0-MIXCOAC,Metro Mixcoac,station_197_2,197
B_0100C601-MIXCOAC,Mixcoac,station_197_7,197
B_020L12-MIXCOAC,Mixcoac,station_197_2,197
B_0200L7-MIXCOAC,Mixcoac,station_197_2,197
B_0400L3-MIXCOACSUR,Mixcoac Sur,station_197_8,197
B_0400L3-MIXCOACNTE,Mixcoac Norte,station_197_9,197
B_0400L3-PATRIOTISM1,Patriotismo,station_197_10,197
B_0400L3-PATRIOTISM0,Patriotismo,station_197_10,197
B_0400L3-POUSSIN1,Poussin,station_197_11,197
B_0400L3-POUSSIN0,Poussin,station_197_11,197
B_05121A0-MIXCOACANGEL,Cto. Int. Río Mixcoac - del Ángel,station_197_12,197
B_05001D1-MXCFELIXPARR,Río Mixcoac - Félix Parra,station_197_13,197
B_05001D0-MXCGALICIA,Av. Río Mixcoac - Galicia,station_197_14,197
B_05001D0-MXCSIMONBOLV,Av. Río Mixcoac - Colegio Simon Bolivar,station_197_15,197
B_05001D0-PATRPRQGOYA,Av. Patriotismo - Parque Goya,station_197_16,197
B_05001D0-MTRMIXCOAC,C. C. Metro Mixcoac,station_197_2,197
B_0501240-MIXCOAC,Metro Mixcoac,station_197_2,197
B_0501240-LOSJUAREZ,Los Juárez,station_197_17,197
B_0501200-CHARCOAZUL,Charco Azul,station_197_18,197
B_0501201-AVREVOLUCION,Av. Revolución,station_197_19,197
B_0501201-GUILLAIN,Guillain,station_197_20,197
B_05119B0-AVREVOLICION,Av. Revolución,station_197_19,197
B_05119B0-SANTIAGOREB,Santiago Rebull,station_197_21,197
B_05119B1-MIGUELANGEL,Miguel Ángel,station_197_22,197
B_0501160-JCASTILLO,José del Castillo,station_197_0,197
B_0501160-BENVECEL,Benvenuto Cellini y Av. Revolución,station_197_23,197
B_0501160-EJE7SUREXTRE,Eje 7 Sur Extremadura,station_197_24,197
B_05115A1-MIGUELCABRE,Miguel Cabrera,station_197_3,197
B_05115A1-CASTANEDA,Castañeda,station_197_4,197
B_05115A1-TIZIANO,Tiziano,station_197_6,197
B_05115A1-GIOTTO,Giotto,station_197_25,197
B_05115A1-ANDREASART,Andrea del Sarto,station_197_26,197
B_05115A0-EMPRESA,Empresa,station_197_27,197
B_05115A0-GOYA,Goya,station_197_1,197
B_05115A0-RIOMIXCOAC,Río Mixcoac,station_197_28,197
B_05115A0-ANDRESCONC,Andrés de la Concha,station_197_29,197
B_010Z2E00-CETRAMMIX1,Base CETRAM Mixcoac,station_197_2,197
B_010Z2E00-CETRAMIXC2,Base CETRAM Mixcoac,station_197_2,197
B_010Z2E00-TIZIANO2,Tiziano,station_197_6,197
B_010Z2E00-CATAÑEDA,La Castañeda,station_197_4,197
B_010Z2E00-MIGCABR,Miguel Cabrera,station_197_3,197
B_010Z2F00-CETRAMIXC3,Base CETRAM Mixcoac,station_197_2,197
B_01021A00-CIRINTEMPR,Circuito Interior y Empresa,station_197_30,197
B_01021A00-CIRINTGOYA,Circuito Interior y Goya,station_197_31,197
B_01021A00-REVANDCONCH,Revolución y Andrés de la Concha,station_197_32,197
B_01021A00-REVJOSCAST,Revolución y José del Castillo,station_197_33,197
B_01021A00-REVLOSJUAR,Revolución y Los Juárez,station_197_34,197
B_01021A01-REVLMTRMIXC,Revolución y Metro Mixcoac,station_197_35,197
B_01022A00-BASEMIXC,Mixcoac BASE,station_197_36,197
B_01022A00-RIOMIXGALIX,Rio Mixcoac y Galicia,station_197_37,197
B_01022A00-RIOMIXPATRIO,Rio Mixcoac y Patriotismo,station_197_38,197
B_01022A00-RIOMIXREVOL,Rio Mixcoac y Revolución,station_197_39,197
B_01022A00-RIOMIXSIMONB,Rio Mixcoac y Simón Bolívar,station_197_40,197
B_01022A01-RIOMIXANGEL,Rio Mixcoac y Del Ángel,station_197_41,197
B_COREV1-RUBENS,Rubens,station_198_0,198
B_COREV1-HOLBEIN,Holbein,station_198_1,198
B_05115A0-HOLBEIN,Holbein,station_198_1,198
B_05115A0-INEGI,INEGI,station_198_2,198
B_05115A0-IRINEOPAZ,Irineo Paz,station_198_3,198
B_01021A00-CIRINTHOLB,Circuito Interior Y Holbein,station_198_4,198
B_01021A00-CIRINTINEGI,Circuito Interior e INEGI,station_198_5,198
B_01021A00-CIRINTRUBE,Circuito Interior y Rubens,station_198_6,198
B_COREV1-TINTORETO,Tintoreto,station_199_0,199
B_COREV1-SANANTONIO,San Antonio,station_199_1,199
B_0502001-CTOITINTORETO,Circuito Interior - Tintoreto,station_199_2,199
B_05115A0-TINTORETO,Tintoreto,station_199_0,199
B_01021A00-CIRINTSNANT,Circuito Interior y San Antonio,station_199_3,199
B_01021A00-CIRINTTINTO,Circuito Interior y Tintoreto,station_199_2,199
B_COREV1-CALLE21,Calle 21,station_200_0,200
B_COREV1-CALLE17,Av. Patriotismo - Calle 17,station_200_1,200
B_05115A0-CALLE17,Calle 17,station_200_0,200
B_01021A00-CIRINTCALL17,Circuito Interior y calle 17,station_200_2,200
B_01021A00-CIRINTCALL21,Circuito Interior y Calle 21,station_200_3,200
B_COREV1-CALLE9,Av. Patriotismo - Calle 9 ,station_201_0,201
B_05115A0-CALLE9,Calle 9,station_201_1,201
B_01021A00-CIRINTCALL9,Circuito Interior y Calle 9,station_201_2,201
B_COREV1-PTEMORENA,Puente de la Morena,station_202_0,202
B_05115A0-PTEMORENA,Puente de la Morena,station_202_0,202
B_01021A00-CIRPUENTMORE,Circuito Interior y Puente la Morena,station_202_1,202
B_COREV1-11ABRIL,Av. Patriotismo - 11 de Abril,station_203_0,203
B_05115A0-11ABRIL,11 de Abril,station_203_1,203
B_01021A00-CIRINT11ABR,Circuito Interior y 11 de Abril,station_203_2,203
B_COREV1-13SEPTIEMBRE,Av. Patriotismo - 13 de Septiembre,station_204_0,204
B_05115A0-13SEPTIEM,13 de Septiembre,station_204_1,204
B_01021A00-CIRINT13SEP,Circuito Interior y 13 de Septiembre,station_204_2,204
B_COREV1-MARTIRESCON,Mártires de la Conquista,station_205_0,205
B_COREV1-MARTI,Martí,station_205_1,205
B_0502001-CTOIJMVIGIL,Circuito Interior - José María Vigil,station_205_2,205
B_05115A0-JOSEMARTI,José Martí,station_205_3,205
B_01021A00-CIMARTIRES,Circuito Interior y Martires de la Conquista,station_205_4,205
B_01021A00-CIRJOSEMAR,Circuito Interior y José Martí,station_205_5,205
B_COREV1-PROGRESO,Progreso,station_206_0,206
B_COREV1-BFRANKLIN,Benjamín Franklin,station_206_1,206
B_COREV1-TAMAULIPAS,Tamaulipas,station_206_2,206
B_0100C901-BCALISALTI,Baja California y Saltillo,station_206_3,206
B_0100C901-BCALIMPATRI,Baja California y Metro Patriotismo,station_206_4,206
B_0100C901-BENJFRAMPATR,Benjamín Franklin y Metro Patriotismo,station_206_5,206
B_0100C900-SALTBCALI,Saltillo y Baja California,station_206_3,206
B_0100C900-MINEBENJFR,Mineria y Benjamín Franklin,station_206_6,206
B_0100C900-PROGMINE,Progreso y Mineria,station_206_7,206
B_0100C900-BENJFRAGRIC,Benjamín Franklin y Agricultura,station_206_8,206
B_0100C900-BENJFRPATRI,Benjamín Franklin y Metro Patriotismo,station_206_5,206
B_0200L9-PATRIOTISMO,Patriotismo,station_206_9,206
B_0300L2-PATRIOTISMO,Patriotismo,station_206_10,206
B_0502001-CTOIBFRANKLIN,Circuito Interior - Av. Benjamín Franklin,station_206_11,206
B_05013A1-DIAGOPATRIO,Diagonal Patriotismo,station_206_12,206
B_05115A0-BENJAFRANK,Benjamín Franklin,station_206_1,206
B_01021A00-CINTBFRANK,Circuito Interior y Benjamin Franklin,station_206_11,206
B_01021A00-CIRINTPROG,Circuito Interior y Progreso,station_206_13,206
B_01021A00-CITAMA,Circuito Interior y Tamaulipas,station_206_14,206
B_COREV1-MAZATLAN,Mazatlán,station_207_0,207
B_COREV1-ALFONSOREYE,Alfonso Reyes,station_207_1,207
B_0100C940-ALFREYPATRIO,Alfonso Reyes y Patriotismo,station_207_2,207
B_05013A1-AREYES,Alfonso Reyes,station_207_1,207
B_05013A1-MAZATLAN,Mazatlán,station_207_0,207
B_05115A0-ALFONSOREYE,Alfonso Reyes,station_207_1,207
B_05115A0-MAZATLAN,Mazatlán,station_207_0,207
B_01021A00-CIRINTMAZA,Circuito Interior y Mazatlán,station_207_3,207
B_01021A00-MAZALFREY,Mazatlán y Alfonso Reyes,station_207_4,207
B_COREV0-MURILLO,Murillo,station_208_0,208
B_05115A1-MURILLO,Murillo,station_208_0,208
B_01021A01-REVOLMURRIL,Revolución y Murrillo,station_208_1,208
B_COREV0-REMBRANDT,Av. Revolución - Rembrandt,station_209_0,209
B_05115A1-REMBRANDT,Rembrandt,station_209_1,209
B_01021A01-REVOREMBRA,Revolución y Rembrandt,station_209_2,209
B_COREV0-MSANANTONIO,Metro San Antonio,station_210_0,210
B_COREV0-CALLE22,Calle 22,station_210_1,210
B_0200L7-SANANTONIO,San Antonio,station_210_0,210
B_0502000-CTOIEJ5SANTON,Circuito Interior - Eje 5 Sur San Antonio,station_210_2,210
B_05115A1-MSANANTONIO,Metro San Antonio,station_210_0,210
B_01021A01-REVANDRECAST,Revolución y Andrea del Castagno,station_210_3,210
B_01021A01-REVOLCALL22,Revolución y Calle 22,station_210_4,210
B_01021A01-REVSNANTONIO,Revolución y San Antonio,station_210_5,210
B_COREV0-CALLE10,Calle 10,station_211_0,211
B_01021A01-REVOLCALL10,Revolución y Calle 10,station_211_1,211
B_COREV0-SANPEDROPIN,Metro San Pedro de los Pinos,station_212_0,212
B_COREV0-CALLE2,Calle 2,station_212_1,212
B_0200L7-SANPEDROPINOS,San Pedro de los Pinos,station_212_0,212
B_0501121-CALLE10,Calle 10,station_212_2,212
B_010Z2J00-CALLE2,Calle 2,station_212_1,212
B_010Z2J00-SANPEDPINOS,San Pedro de los Pinos,station_212_0,212
B_COREV0-11ABRIL,Av. Revolución - 11 de Abril,station_213_0,213
B_0501121-11ABRIL,11 de Abril,station_213_1,213
B_0501121-CALLE2,Calle 2,station_213_2,213
B_0501121-CALLE4,Calle 4,station_213_2,213
B_010Z2J00-11ABRIL,11 de Abril,station_213_1,213
B_COREV0-HEROESPADIE,Av. Revolución - Héroes de Padierna,station_214_0,214
B_0501121-HEROESPADIER,Héroes de Padierna,station_214_1,214
B_010Z2J00-HEROES1810,Heroes de 1810,station_214_2,214
B_COREV0-AVREVOLUCIO,Av. Revolución,station_215_0,215
B_0501121-JMARTI,José Martí,station_215_1,215
B_010Z2J00-AVJOSEMARTI,Av. Jose Marti,station_215_2,215
B_0100Z170-MTRO18MARZ,Metro 18 de Marzo,station_216_0,216
B_0200L3-DTVO18MARZO,Deportivo 18 de Marzo,station_1342_0,216
B_0100Z170-PTO41,Punto 41,station_217_0,217
B_0300L6-IPN,Instituto Politécnico Nacional,station_217_1,217
B_0501041-AVMONTEVIDEO,Av. Montevideo,station_217_2,217
B_0501040-AVMONTEVIDEO,Av. Montevideo,station_217_2,217
B_0100Z170-PTO42,Punto 42,station_218_0,218
B_0501041-BUENAVISTA,Buenavista,station_218_1,218
B_0501040-OTAVALO,Otavalo,station_218_2,218
B_0501040-WMASSIEU,Wilfrido Massieu,station_218_3,218
B_0100Z170-PTO43,Punto 43,station_219_0,219
B_0501041-SIERRAVISTA,Sierra Vista,station_219_1,219
B_0501040-AVIPN,Av. Instituto Politécnico Nacional,station_219_2,219
B_0100Z170-PTO44,Punto 44,station_220_0,220
B_0100Z170-PTO45,Punto 45,station_220_0,220
B_0100Z170-PTO46,Punto 46,station_220_0,220
B_0400L8-11ESIA1,Edif. 11 ESIA,station_220_1,220
B_0400L8-11ESIA0,Edif. 11 ESIA,station_220_1,220
B_0400L8-MANUNDABARRETO,Manuel de Anda y Barredo,station_220_2,220
B_0400L8-10ESIA,Edif. 10 ESIA,station_220_1,220
B_0400L8-8ESIQIE1,Edif. 8 ESIQIE,station_220_3,220
B_0400L8-8ESIQIE0,Edif. 8 ESIQIE,station_220_3,220
B_0400L8-6ESIQIE1,Edif. 6 ESIQIE,station_220_3,220
B_0400L8-6ESIQIE0,Edif. 6 ESIQIE,station_220_3,220
B_0400L8-4ESIME1,Edif. 4 ESIME,station_220_4,220
B_0400L8-4ESIME0,Edif. 4 ESIME,station_220_4,220
B_0400L8-2ESIME1,Edif. 2 ESIME,station_220_4,220
B_0400L8-2ESIME0,Edif. 2 ESIME,station_220_4,220
B_0400L8-1ESIME1,Edif. 1 ESIME,station_220_4,220
B_0400L8-1ESIME0,Edif. 1 ESIME,station_220_4,220
B_05107B0-MBESCINGENIE,Av. Miguel Bernanrd - Escuela de Ingenieros,station_220_5,220
B_05107B1-PTE152NTE45,Av. Poniente 152 - Norte 45,station_220_6,220
B_05101A1-PALMAS,Palmas,station_220_7,220
B_05101A1-FRENTE473,Frente a No. 473,station_220_8,220
B_05101A0-FRENTEESIA,Frente a Escuela ESIA,station_220_9,220
B_0100Z170-PTO47,Punto 47,station_221_0,221
B_05107B0-MBENRIQERRO,Av. Miguel Bernard - Luis Enrique Erro,station_221_1,221
B_05101A1-ARRSAUCES,Arroyo de los Sauces,station_221_2,221
B_05101A0-ARROYOSAUCE,Arroyo de los Sauces,station_221_2,221
B_0100Z170-PTO48,Punto 48,station_222_0,222
B_0100Z150-PTO17,Punto 17,station_222_1,222
B_05107B0-OTHONCARRIZO,Miguel Othon de Mendizabal - Av. del Carrizo,station_222_2,222
B_05101A1-ARRMENDIZA,Arroyo de Mendizabal,station_222_3,222
B_05101A0-OTHONMENDI,Othon de Mendizabal,station_222_4,222
B_0100Z170-PTO38,Punto 38,station_223_0,223
B_0100Z120-MAREJADA,Marejada,station_223_1,223
B_0501040-MAREJADA,Marejada,station_223_1,223
B_0100Z170-PTO36,Punto 36,station_224_0,224
B_0100Z170-PTO34,Punto 34,station_224_0,224
B_0100Z170-PTO35,Punto 35,station_224_0,224
B_0100Z120-DESEMBOCA1,Desembocadura,station_224_1,224
B_0100Z120-ANDADOR23,Andador 23,station_224_2,224
B_0100Z120-ANDADOR28,Andador 28,station_224_2,224
B_0501040-DESEMBOCA,Desembocadura,station_224_1,224
B_0501040-AND18TEMOLUC,Andador 18 del Temoluco,station_224_3,224
B_0501040-AND23TEMOLUC,Andador 23 del Temoluco,station_224_3,224
B_0501040-AND28,Andador 28,station_224_2,224
B_0100Z170-PTO22,Punto 22,station_225_0,225
B_0100Z170-PTO19,Punto 19,station_225_1,225
B_0100Z170-PTO21,Punto 21,station_226_0,226
B_0100Z170-PTO20,Punto 20,station_227_0,227
B_0100Z170-PTO18,Punto 18,station_227_1,227
B_0100Z170-PTO32,Punto 32,station_228_0,228
B_0100Z170-PTO17,Punto 17,station_229_0,229
B_0100Z170-PTO16,Punto 16,station_230_0,230
B_0100Z170-PTO31,Punto 31,station_230_0,230
B_0100Z170-CTOCEREMON,Circuito Ceremonial,station_231_0,231
B_0100Z170-AVCAPRI,Av. Capri,station_231_1,231
B_0100Z170-PTO30,Punto 30,station_232_0,232
B_0100Z170-PTO24,Punto 24,station_233_0,233
B_0100Z170-VATICANO2,Vaticano,station_234_0,234
B_0100Z170-VATICANO1,Vaticano,station_234_0,234
B_0100Z170-PTO23,Punto 23,station_235_0,235
B_0100Z170-PTO29,Punto 29,station_236_0,236
B_0100Z170-PTO27,Punto 27,station_237_0,237
B_0100Z170-PTO28,Punto 28,station_238_0,238
B_0100Z170-PTO26,Punto 26,station_239_0,239
B_0100Z170-STACECILIA,Santa Cecilia,station_240_0,240
B_0100Z170-IZCALLI,Izcalli,station_241_0,241
B_0100Z170-PTO10,Punto 10,station_242_0,242
B_0100Z170-TENAYO,Tenayo,station_243_0,243
B_0100Z150-LARAZA,La Raza,station_244_0,244
B_0100Z120-MTROLARAZA,Metro La Raza,station_244_0,244
B_0100C710-EJ3NINSURGNT,Eje 3 Norte Av. Cuitlahuac - Av. Insurgentes Norte,station_244_1,244
B_0100C710-EJCTRAMRAZA,Eje Central - Metro La Raza,station_244_2,244
B_0200L5-LARAZA,La Raza,station_244_0,244
B_0400L1-RAZA,La Raza,station_244_0,244
B_05027A0-EJCLCMRAZA,Eje Central Lázaro Cardenas - Metro La Raza,station_244_3,244
B_0500230-METRORAZA,Frente a Metro La Raza,station_244_2,244
B_01020D00-CETRAMRAZA,CETRAM La Raza BASE,station_244_5,244
B_0100Z150-BUSESNTE,Autobuses del Norte,station_245_0,245
B_0100Z120-CTRALDELNTE,Central del Norte,station_245_0,245
B_0100Z120-PTE118,Poniente 118,station_245_2,245
B_0100Z120-LOPEZVELARD,López Velarde,station_245_3,245
B_010C1510-EJLCCHVALLEJ,Eje Central Lázaro Cardenas - CCH Vallejo,station_245_4,245
B_010C1510-EJLCBUSESNTE,Eje Central Lázaro Cardenas - Autobuses del Norte,station_245_5,245
B_0200L5-AUTOBUSESNTE,Autobuses del Norte,station_245_0,245
B_0400L1-PTE118,Poniente 118,station_245_2,245
B_0400L1-CTRALNTE,Central del Norte,station_245_0,245
B_05023X1-EJLCTRALCNTE,Eje Central Lázaro Cardenas - Frente a Central Camionera del Norte,station_245_6,245
B_05027A1-EJLCCHVALLEJ,Eje Central Lázaro Cardenas - Central Camionera del Norte y CCH Vallejo,station_245_7,245
B_05027A0-100MCNTRLCAM,Av. 100 Metros - Frente a Metro Central Camionera,station_245_8,245
B_0501031-JGPELOPEZVEL,José Guadalupe López Velarde,station_245_9,245
B_0100Z150-INSTPETRO,Instituto del Petróleo,station_246_0,246
B_0100Z120-PAYSANDU,Paysandu,station_246_1,246
B_0100Z120-RICARTE,Ricarte,station_246_2,246
B_0100Z120-PTE134,Poniente 134,station_246_3,246
B_0200L5-ITOPETROLEO,Instituto del Petróleo,station_246_0,246
B_0400L1-INSTPETRO1,Instituto del Petróleo s,station_246_0,246
B_0400L1-INSTPETRO0,Instituto del Petróleo n,station_246_0,246
B_0500231-EJLCRICARTE,Eje Central Lázaro Cardenas - Ricarte,station_246_4,246
B_0501030-FMETROINSTP,Frente a Metro Instituto del Petróleo,station_246_0,246
B_0100Z150-PTO18,Punto 18,station_247_0,247
B_0400L8-AVCTRAL,Av. Central,station_247_1,247
B_0400L8-JUANDIOSBATIZ1,Juan de Dios Bátiz,station_247_2,247
B_0400L8-JUANDIOSBATIZ0,Juan de Dios Bátiz,station_247_2,247
B_05107B0-OTHONCENTRAL,Miguel Othon de Mendizabal - Calle Central,station_247_3,247
B_0100Z150-PTO19,Punto 19,station_248_0,248
B_0100Z150-PTO20,Punto 20,station_248_1,248
B_0100Z150-PTO21,Punto 21,station_248_1,248
B_0100Z120-PLANSANLUIS2,Plan de San Luis,station_248_2,248
B_0100Z120-PLANSANLUIS1,Plan de San Luis,station_248_2,248
B_0100Z120-ESCTURISMO,Escuela de Turismo,station_248_3,248
B_0501040-PLANSL,Plan de San Luis,station_248_2,248
B_05101A1-PSL,Plan de San Luis,station_248_2,248
B_05101A1-FRENTE23,Frente a No. 23,station_248_4,248
B_05101A1-ESTURISMO,Frente a Escuela Superior de Turismo,station_248_5,248
B_05101A0-CLINICA44,Frente a Clinica 44,station_248_6,248
B_05101A0-FRENTE547,Frente a No. 547,station_248_7,248
B_05101A0-UHLASALLE,Frente a Unidad Habitacional La Salle,station_248_8,248
B_0100Z150-PTO23,Punto 23,station_249_0,249
B_0100Z120-URANIO,Uranio,station_249_1,249
B_0501040-PROLRIOSANJOA,Prolongación Río San Joaquin,station_249_2,249
B_05101A1-PROLPERNTE,Prolongación Periférico Norte,station_249_3,249
B_0100Z150-PTO24,Punto 24,station_250_0,250
B_0100Z120-PUNTO63,Punto 63,station_250_1,250
B_0100Z120-CANTIL,Cantil,station_250_2,250
B_0100Z150-PTO25,Punto 25,station_251_0,251
B_0100Z150-PTO26,Punto 26,station_251_0,251
B_0100Z150-PTO29,Punto 29,station_251_1,251
B_0100Z120-AVTEMOLUCO,Av. Temoluco,station_251_2,251
B_0100Z120-AVTICOMAN,Av. Ticomán,station_251_3,251
B_0100Z120-AVCUAUTEPEC,Av. Cuautepec,station_251_4,251
B_0501081-BAJOPASTORA,Bajo Puente La Pastora,station_251_5,251
B_0501080-TICOMAN,Ticoman,station_251_6,251
B_0501041-AND1,Andador 1,station_251_7,251
B_0501040-BLVRTEMOLUCO,Boulevard Temoluco,station_251_8,251
B_0501040-AND01TEMOLUC,Andador 01 del Temoluco,station_251_9,251
B_0501010-TICOMAN,Ticoman,station_251_6,251
B_0501011-LRALPTEPASTO,Lateral Puente la Pastora,station_251_10,251
B_0501011-PTEPASTORA,Bajo Puente la Pastora,station_251_5,251
B_0100Z150-PTO27,Punto 27,station_252_0,252
B_0100Z150-PTO28,Punto 28,station_252_0,252
B_0501010-XICOTENCATL,Xicotencatl,station_252_1,252
B_0501011-MOCTEZUMA,Moctezuma,station_252_2,252
B_0100Z150-PTO30,Punto 30,station_253_0,253
B_0100Z120-AVCIMA2,Av. Cima ,station_253_1,253
B_0501041-AVCIMA,Av. Cima,station_253_1,253
B_0100Z150-PTO31,Punto 31,station_254_0,254
B_0100Z120-DESEMBOCA2,Desembocadura ,station_254_1,254
B_0501041-AVDESEMBOCA,Av. Desembocadura,station_254_1,254
B_0100Z150-PTO32,Punto 32,station_255_0,255
B_0501041-AND21,Andador 21,station_255_1,255
B_0100Z150-PTO33,Punto 33,station_256_0,256
B_0100Z120-INSULA,Insula,station_256_1,256
B_0501041-AVINSULA,Av. Insula,station_256_2,256
B_0100Z150-PTO34,Punto 34,station_257_0,257
B_0501041-AND45,Andador 45,station_257_1,257
B_0100Z150-PUERTO,Puerto,station_258_0,258
B_0100Z150-PTO46,Punto 46,station_259_0,259
B_0100Z150-PTO47,Punto 47,station_260_0,260
B_0100Z150-PTO42,Punto 42,station_261_0,261
B_0501081-CUAUTEPEC,Cuautepec,station_261_1,261
B_0501080-CUAUTEPEC,Cuautepec,station_261_1,261
B_0100Z150-PTO41,Punto 41,station_262_0,262
B_0501081-MORELOS,Morelos,station_262_1,262
B_0501080-JAIMENUNO,Jaime Nuno,station_262_2,262
B_0501080-ZACATECAS,Zacatecas,station_262_3,262
B_0100Z150-PTO55,Punto 55,station_263_0,263
B_0100Z150-PTO54,Punto 54,station_264_0,264
B_0100Z150-PTO40,Punto 40,station_265_0,265
B_0100Z150-PTO39,Punto 39,station_265_1,265
B_0500231-AVGPEMORELOS,Av. Guadalupe - Morelos,station_265_2,265
B_0501081-QRO,Querétaro,station_265_3,265
B_0501080-GPE,Guadalupe,station_265_4,265
B_0501080-QRO,Querétaro,station_265_3,265
B_0501080-PUEBLA,Puebla,station_265_5,265
B_0100Z150-PTO53,Punto 53,station_266_0,266
B_0100Z150-PTO52,Punto 52,station_267_0,267
B_0100Z150-EDOMEX,Estado de México,station_268_0,268
B_0501081-FRECLUFEMENI,Frente a Reclusorio Femenil,station_268_1,268
B_0501081-EDOMEX,Estado de México,station_268_0,268
B_0501080-MORELOS,Morelos,station_268_2,268
B_0100Z150-NAYARIT,Nayarit,station_269_0,269
B_0100Z150-PTO44,Punto 44,station_269_1,269
B_0100Z150-PTO43,Punto 43,station_269_1,269
B_0100Z150-CHIAPAS,Chiapas,station_270_0,270
B_0100Z150-TABASCO,Tabasco,station_271_0,271
B_0100Z150-PTO50,Punto 50,station_272_0,272
B_0100Z150-GPECHALMA,Guadalupe Chalma,station_273_0,273
B_0100Z150-PTO49,Punto 49,station_274_0,274
B_0100Z150-COLOSIO,Colosio,station_275_0,275
B_0100Z140-PTO119,Punto 119,station_276_0,276
B_010C1801-MAVILACOL,Blvd. Manuel Avila C. y Mario Colin,station_276_1,276
B_010C1801-MAVILACMAES,Blvd. Manuel Avila C. y Av. de los Maestros,station_276_2,276
B_010C1800-MAVILACOLIN,Blvd. Manuel Avila C. y Mario Colin,station_276_1,276
B_010C1800-MAVILACMAES,Blvd. Manuel Avila C. y de los Maestros,station_276_2,276
B_0100Z140-PONCIANOARR,Ponciano Arriaga,station_277_0,277
B_0100Z140-PTO104,Punto 104,station_278_0,278
B_0100Z140-SNANDRES,San Andrés,station_279_0,279
B_0100Z140-PRINCIPAL,Principal,station_280_0,280
B_0100Z140-CALLEPINO,Calle Pino,station_280_1,280
B_0100Z140-AVGUSTBAZ,Av. Gustavo Baz,station_281_0,281
B_0100Z140-AVGVOBAZ,Av. Gustavo Baz,station_281_0,281
B_0100Z140-AVRIOLERMA,Av. Río Lerma,station_282_0,282
B_0100Z140-ROBERTOFULT,Roberto Fulton,station_283_0,283
B_0100Z140-AVHGO,Av. Hidalgo,station_284_0,284
B_0100Z140-PTO117,Punto 117,station_285_0,285
B_0100Z140-AYUNTAMIENTO,Ayuntamiento,station_286_0,286
B_0100Z140-PTO118,Punto 118,station_287_0,287
B_0100Z140-PTO115,Punto 115,station_288_0,288
B_0100Z140-ZUMPANGO,Zumpango,station_289_0,289
B_0100Z140-CUAUHTEMOC,Cuauhtémoc,station_290_0,290
B_0100Z140-POPOCATEPE,Popocatepetl,station_291_0,291
B_0100Z140-PTO109,Punto 109,station_291_1,291
B_0100Z140-MORELS,Morelos,station_292_0,292
B_0100Z140-MORELOS,Morelos,station_292_0,292
B_0100Z140-BERRIOZABAL,Berriozabal,station_292_1,292
B_0100Z140-VGUERRERO,Vicente Guerrero,station_292_2,292
B_0100Z140-IZTACCIHUATL,Iztaccihuatl,station_292_3,292
B_0100Z140-MARIOCOLIN,Mario Colin,station_292_4,292
B_0100Z140-DRAUGUSTO,Av. Doctor Augusto,station_292_5,292
B_01ITEC11-SUBURBANO,Suburbano,station_292_6,292
B_01ITEC11-TLALNE,Tlalne,station_292_7,292
B_0100Z140-DURANGO,Durango,station_293_0,293
B_0100Z140-AVSTAROSA,Av. Santa Rosa,station_293_1,293
B_0100Z140-AVDROSALES,Av. de los Rosales,station_293_2,293
B_01ITEC11-COVADONGA,Covadonga,station_293_3,293
B_01ITEC10-COVADONG,Covadonga,station_293_3,293
B_0100Z140-AVROSALES,Av. de los Rosales,station_294_0,294
B_0100Z140-SANJUAN,San Juan,station_295_0,295
B_01ITEC10-SANJUANIXTA,Camino a San Juan Ixtacala,station_295_1,295
B_0100Z140-BERILIO,Berilio,station_296_0,296
B_0100Z140-ALAMO,Alamo,station_297_0,297
B_0100Z140-TENAYUCA,Tenayuca,station_298_0,298
B_0300L3-TENAYUCA,Tenayuca,station_298_0,298
B_0100Z140-XOCHITL,Xóchitl,station_299_0,299
B_0100Z140-TEZOZOMOC,Tezozomoc,station_300_0,300
B_0100Z140-ACUETENAYUC,Acueducto - Tenayuca,station_301_0,301
B_0100Z140-AND17A,Andador 17-A,station_302_0,302
B_0100Z140-CALLNTE23A,Calle Norte 23A,station_302_1,302
B_0200L6-ITOPETROLEO,Instituto del Petróleo,station_302_2,302
B_0100Z140-NTE27,Norte 27,station_303_0,303
B_0100Z140-PTE134,Poniente 134,station_304_0,304
B_0100Z140-NTE35,Norte 35,station_304_1,304
B_0300L6-MONTEVIDEO,Montevideo,station_304_2,304
B_0300L3-PNTE134,Poniente 134,station_304_0,304
B_0100Z140-MONTEVIDEO,Montevideo,station_305_0,305
B_0300L3-MONTEVIDEO,Montevideo,station_305_0,305
B_0100Z140-PTE146,Poniente 146,station_306_0,306
B_0100Z140-POLIPARADERO,Paradero Politécnico,station_307_0,307
B_0100Z120-POLITECNICO,Politécnico,station_307_1,307
B_0100Z120-DIANA,Diana,station_307_2,307
