source,target,route_id,agency_id,avg_travel_time_s,trip_count,headway_secs
station_0_0,station_25_0,B_CMX040L10,TROLE,159.0,1,200
station_0_0,station_26_0,B_CMX040L10,TROLE,144.0,1,200
station_0_1,station_0_3,B_CMX050161,RTP,128.0,2,2160
station_0_1,station_0_3,B_CMX05161C,RTP,134.0,2,2100
station_0_1,station_0_3,B_CMX05161D,RTP,129.0,2,1320
station_0_1,station_0_5,B_CMX05001D,RTP,66.0,2,1920
station_0_1,station_0_5,B_CMX050159,RTP,61.0,2,1500
station_0_1,station_0_5,B_CMX05052C,RTP,61.0,2,420
station_0_1,station_0_5,B_CMX05161E,RTP,61.0,2,1920
station_0_3,station_0_4,B_CMX050161,RTP,95.0,2,2160
station_0_3,station_0_4,B_CMX05052C,RTP,112.0,2,420
station_0_3,station_0_4,B_CMX05161E,RTP,95.0,2,1920
station_0_3,station_0_4,B_CMX05161F,RTP,95.0,2,1320
station_0_3,station_25_12,B_CMX05001D,RTP,173.0,2,1920
station_0_3,station_25_12,B_CMX050159,RTP,156.0,2,1500
station_0_3,station_25_12,B_CMX05161C,RTP,156.0,2,2100
station_0_3,station_25_12,B_CMX05161D,RTP,156.0,2,1320
station_0_3,station_26_2,B_CMX05001D,RTP,114.0,2,1920
station_0_3,station_26_3,B_CMX05161C,RTP,290.0,2,2100
station_0_3,station_26_4,B_CMX05161D,RTP,157.0,2,1320
station_0_3,station_26_5,B_CMX050159,RTP,281.0,2,1500
station_0_3,station_26_5,B_CMX050161,RTP,278.0,2,2160
station_0_3,station_26_5,B_CMX05161E,RTP,280.0,2,1920
station_0_3,station_26_5,B_CMX05161F,RTP,278.0,2,1320
station_0_4,station_0_5,B_CMX05161F,RTP,77.0,2,1320
station_0_4,station_25_12,B_CMX050161,RTP,60.0,2,2160
station_0_4,station_25_12,B_CMX05161E,RTP,60.0,2,1920
station_0_4,station_25_12,B_CMX05161F,RTP,60.0,2,1320
station_0_4,station_25_13,B_CMX05052C,RTP,263.0,2,420
station_0_5,station_0_3,B_CMX05001D,RTP,67.0,2,1920
station_0_5,station_0_3,B_CMX050159,RTP,67.0,2,1500
station_0_5,station_0_3,B_CMX05161E,RTP,67.0,2,1920
station_0_5,station_0_3,B_CMX05161F,RTP,67.0,2,1320
station_0_5,station_26_2,B_CMX05052C,RTP,182.0,2,420
station_1000_0,station_999_0,B_CMX01006A,CC,57.0,1,480
station_1000_1,station_1001_3,B_CMX05052C,RTP,98.0,2,420
station_1000_1,station_999_1,B_CMX05052C,RTP,100.0,2,420
station_1001_0,station_1000_0,B_CMX01006A,CC,97.0,1,480
station_1001_1,station_1022_3,B_CMX020L12,METRO,198.0,3,120
station_1001_1,station_1312_0,B_CMX020L12,METRO,142.0,3,120
station_1001_2,station_1575_1,B_CMX0400L1,TROLE,129.0,2,480
station_1001_2,station_1599_0,B_CMX0400L1,TROLE,109.0,2,480
station_1001_3,station_1000_1,B_CMX05052C,RTP,101.0,2,420
station_1001_3,station_1002_2,B_CMX05052C,RTP,84.0,2,420
station_1002_0,station_1001_0,B_CMX01006A,CC,67.0,1,480
station_1002_1,station_1001_3,B_CMX05052C,RTP,92.0,2,420
station_1002_1,station_1002_3,B_CMX01024A,CC,53.0,1,300
station_1002_1,station_1002_3,B_CMX01024B,CC,53.0,1,300
station_1002_1,station_1572_1,B_CMX01024A,CC,114.0,1,300
station_1002_1,station_1572_1,B_CMX01024B,CC,114.0,1,300
station_1002_2,station_1003_2,B_CMX05052C,RTP,142.0,2,420
station_1002_3,station_1002_1,B_CMX01024A,CC,32.0,1,300
station_1002_3,station_1002_1,B_CMX01024B,CC,32.0,1,300
station_1002_3,station_1599_4,B_CMX01024A,CC,38.0,1,300
station_1002_3,station_1599_4,B_CMX01024B,CC,38.0,1,300
station_1003_0,station_1002_0,B_CMX01006A,CC,81.0,1,480
station_1003_1,station_1002_1,B_CMX05052C,RTP,84.0,2,420
station_1003_2,station_1004_2,B_CMX05052C,RTP,63.0,2,420
station_1004_0,station_1003_0,B_CMX01006A,CC,72.0,1,480
station_1004_1,station_1003_1,B_CMX05052C,RTP,114.0,2,420
station_1004_2,station_1796_1,B_CMX05052C,RTP,86.0,2,420
station_1005_0,station_1004_0,B_CMX01006A,CC,87.0,1,480
station_1006_0,station_1005_0,B_CMX01006A,CC,111.0,1,480
station_1006_1,station_1007_2,B_CMX05121A,RTP,156.0,3,360
station_1006_10,station_1006_5,B_CMX05001D,RTP,68.0,2,1920
station_1006_10,station_1007_3,B_CMX050120,RTP,173.0,3,540
station_1006_2,station_1006_1,B_CMX05121A,RTP,101.0,3,360
station_1006_3,station_1006_7,B_CMX05001D,RTP,49.0,2,1920
station_1006_4,station_1006_10,B_CMX05001D,RTP,57.0,2,1920
station_1006_4,station_1023_5,B_CMX05121A,RTP,106.0,3,360
station_1006_5,station_1006_4,B_CMX05121A,RTP,136.0,3,360
station_1006_5,station_1007_3,B_CMX05001D,RTP,104.0,2,1920
station_1006_6,station_1006_7,B_CMX05052C,RTP,66.0,2,420
station_1006_7,station_1023_6,B_CMX05001D,RTP,95.0,2,1920
station_1006_7,station_1023_8,B_CMX05052C,RTP,98.0,2,420
station_1006_8,station_1023_9,B_CMX050120,RTP,134.0,3,540
station_1006_9,station_1006_3,B_CMX05001D,RTP,82.0,2,1920
station_1006_9,station_1006_8,B_CMX050120,RTP,136.0,3,540
station_1007_0,station_1006_0,B_CMX01006A,CC,90.0,1,480
station_1007_1,station_1006_5,B_CMX05121A,RTP,155.0,3,360
station_1007_2,station_1006_9,B_CMX05001D,RTP,93.0,2,1920
station_1007_2,station_1006_9,B_CMX050120,RTP,93.0,3,540
station_1007_2,station_985_3,B_CMX05121A,RTP,98.0,3,360
station_1007_3,station_1007_4,B_CMX050120,RTP,42.0,3,540
station_1007_3,station_985_3,B_CMX05001D,RTP,102.0,2,1920
station_1007_4,station_985_3,B_CMX050120,RTP,60.0,3,540
station_1008_0,station_3101_1,B_CMX01022A,CC,79.0,1,480
station_1008_0,station_985_0,B_CMX01006A,CC,115.0,1,480
station_1008_1,station_1008_0,B_CMX01006A,CC,17.0,1,480
station_1008_1,station_1008_0,B_CMX01022A,CC,26.0,1,480
station_1008_1,station_1008_4,B_CMX01022A,CC,37.0,1,480
station_1008_2,station_1030_0,B_CMX01006A,CC,51.0,1,480
station_1008_3,station_1008_1,B_CMX01022A,CC,39.0,1,480
station_1008_4,station_983_4,B_CMX01022A,CC,44.0,1,480
station_1009_0,station_1008_1,B_CMX01006A,CC,106.0,1,480
station_1009_1,station_1010_0,B_CMX01006A,CC,57.0,1,480
station_1009_2,station_1480_0,B_CMX0300L1,MB,96.0,8,300
station_1009_2,station_1480_0,B_CMX0300L2,MB,80.0,1,210
station_1009_2,station_1481_0,B_CMX0300L1,MB,71.0,8,300
station_1009_2,station_1481_0,B_CMX0300L2,MB,77.0,1,210
station_100_0,station_101_0,B_CMX01023A,CC,68.0,1,480
station_100_0,station_101_0,B_CMX01023B,CC,68.0,1,480
station_100_0,station_101_0,B_CMX01023C,CC,68.0,1,480
station_100_0,station_101_0,B_CMX01023D,CC,67.0,1,480
station_100_0,station_99_5,B_CMX01023A,CC,68.0,1,480
station_100_0,station_99_5,B_CMX01023B,CC,68.0,1,480
station_100_0,station_99_5,B_CMX01023C,CC,68.0,1,480
station_100_0,station_99_5,B_CMX01023D,CC,68.0,1,480
station_1010_0,station_1009_0,B_CMX01006A,CC,96.0,1,480
station_1010_0,station_195_1,B_CMX01006A,CC,220.0,1,480
station_1011_0,station_1010_0,B_CMX01006A,CC,42.0,1,480
station_1012_0,station_1013_0,B_CMX01006A,CC,86.0,1,480
station_1012_1,station_1013_2,B_CMX05001D,RTP,117.0,2,1920
station_1012_1,station_1013_2,B_CMX05052C,RTP,116.0,2,420
station_1013_0,station_1014_0,B_CMX01006A,CC,108.0,1,480
station_1013_1,station_986_2,B_CMX0200L8,METRO,96.0,3,240
station_1013_1,station_991_2,B_CMX0200L8,METRO,89.0,3,240
station_1013_2,station_1014_1,B_CMX05001D,RTP,132.0,2,1920
station_1013_2,station_1014_1,B_CMX05052C,RTP,132.0,2,420
station_1014_0,station_991_1,B_CMX01006A,CC,85.0,1,480
station_1014_1,station_991_3,B_CMX05001D,RTP,116.0,2,1920
station_1014_1,station_991_3,B_CMX05052C,RTP,115.0,2,420
station_1015_0,station_993_1,B_CMX01006A,CC,137.0,1,480
station_1015_1,station_992_2,B_CMX05001D,RTP,71.0,2,1920
station_1015_2,station_1015_1,B_CMX05001D,RTP,47.0,2,1920
station_1015_3,station_151_2,B_CMX05001D,RTP,58.0,2,1920
station_1015_3,station_993_5,B_CMX05052C,RTP,183.0,2,420
station_1016_0,station_1017_0,B_CMX01006A,CC,64.0,1,480
station_1016_1,station_1206_1,B_CMX01022A,CC,91.0,1,480
station_1016_2,station_3099_1,B_CMX01022A,CC,85.0,1,480
station_1017_0,station_1017_1,B_CMX01006A,CC,29.0,1,480
station_1017_0,station_1207_0,B_CMX01005A,CC,120.0,1,480
station_1017_1,station_1018_0,B_CMX01006A,CC,54.0,1,480
station_1018_0,station_1019_0,B_CMX01006A,CC,74.0,1,480
station_1018_1,station_1019_1,B_CMX0400L3,TROLE,131.0,2,480
station_1019_0,station_1020_0,B_CMX01006A,CC,193.0,1,480
station_1019_1,station_1578_0,B_CMX0400L3,TROLE,60.0,2,480
station_101_0,station_100_0,B_CMX01023A,CC,53.0,1,480
station_101_0,station_100_0,B_CMX01023B,CC,53.0,1,480
station_101_0,station_100_0,B_CMX01023C,CC,53.0,1,480
station_101_0,station_100_0,B_CMX01023D,CC,53.0,1,480
station_101_0,station_474_0,B_CMX01011A,CC,47.0,1,300
station_101_0,station_83_2,B_CMX01023A,CC,60.0,1,480
station_101_0,station_83_2,B_CMX01023B,CC,60.0,1,480
station_101_0,station_83_2,B_CMX01023C,CC,60.0,1,480
station_101_0,station_83_2,B_CMX01023D,CC,60.0,1,480
station_101_0,station_83_2,B_CMX050018,RTP,88.0,2,1080
station_1020_0,station_1020_1,B_CMX01006A,CC,39.0,1,480
station_1020_1,station_1021_0,B_CMX01006A,CC,38.0,1,480
station_1020_2,station_1576_0,B_CMX0400L3,TROLE,150.0,2,480
station_1021_0,station_1022_0,B_CMX01006A,CC,170.0,1,480
station_1022_0,station_1022_1,B_CMX01006A,CC,42.0,1,480
station_1022_1,station_1022_2,B_CMX01006A,CC,36.0,1,480
station_1022_1,station_1572_1,B_CMX01024A,CC,104.0,1,300
station_1022_1,station_2768_0,B_CMX01024A,CC,55.0,1,300
station_1022_2,station_125_0,B_CMX01006A,CC,56.0,1,480
station_1022_3,station_1001_1,B_CMX020L12,METRO,198.0,3,120
station_1022_3,station_1023_2,B_CMX020L12,METRO,100.0,3,120
station_1022_3,station_125_2,B_CMX0400L3,TROLE,59.0,2,480
station_1022_4,station_1022_3,B_CMX0400L3,TROLE,65.0,2,480
station_1022_5,station_1022_4,B_CMX0400L3,TROLE,50.0,2,480
station_1022_6,station_1572_1,B_CMX01024B,CC,94.0,1,300
station_1022_6,station_2786_0,B_CMX01024B,CC,89.0,1,300
station_1023_0,station_1023_1,B_CMX01006A,CC,30.0,1,480
station_1023_1,station_1024_0,B_CMX01006A,CC,107.0,1,480
station_1023_2,station_1022_3,B_CMX020L12,METRO,100.0,3,120
station_1023_2,station_1023_3,B_CMX0400L3,TROLE,56.0,2,480
station_1023_2,station_1023_4,B_CMX0400L3,TROLE,31.0,2,480
station_1023_2,station_1313_0,B_CMX020L12,METRO,77.0,3,120
station_1023_2,station_1351_0,B_CMX0200L3,METRO,140.0,3,180
station_1023_2,station_1352_0,B_CMX0200L3,METRO,113.0,3,180
station_1023_3,station_1023_2,B_CMX0400L3,TROLE,46.0,2,480
station_1023_3,station_1313_0,B_CMX0400L3,TROLE,119.0,2,480
station_1023_4,station_1569_0,B_CMX0400L3,TROLE,62.0,2,480
station_1023_6,station_1569_1,B_CMX05001D,RTP,109.0,2,1920
station_1023_7,station_1006_4,B_CMX05001D,RTP,97.0,2,1920
station_1023_8,station_1796_0,B_CMX05052C,RTP,340.0,2,420
station_1023_9,station_1006_10,B_CMX050120,RTP,184.0,3,540
station_1024_0,station_1025_0,B_CMX01006A,CC,114.0,1,480
station_1025_0,station_1026_0,B_CMX01006A,CC,70.0,1,480
station_1026_0,station_1027_0,B_CMX01006A,CC,177.0,1,480
station_1027_0,station_1028_0,B_CMX01006A,CC,92.0,1,480
station_1028_0,station_1029_0,B_CMX01006A,CC,74.0,1,480
station_1029_0,station_985_1,B_CMX01006A,CC,117.0,1,480
station_1029_1,station_1314_3,B_CMX0400L3,TROLE,46.0,2,480
station_1029_1,station_1567_0,B_CMX0400L3,TROLE,57.0,2,480
station_102_0,station_83_1,B_CMX01023A,CC,75.0,1,480
station_102_0,station_83_1,B_CMX01023C,CC,75.0,1,480
station_102_0,station_83_1,B_CMX01023D,CC,75.0,1,480
station_102_0,station_87_0,B_CMX01023A,CC,88.0,1,480
station_102_0,station_87_0,B_CMX01023B,CC,87.0,1,480
station_102_0,station_87_0,B_CMX01023C,CC,87.0,1,480
station_102_0,station_87_0,B_CMX01023D,CC,87.0,1,480
station_102_0,station_87_32,B_CMX050018,RTP,83.0,2,1080
station_1030_0,station_1009_1,B_CMX01006A,CC,87.0,1,480
station_1031_0,station_1050_0,B_CMX01013C,CC,55.0,1,480
station_1031_0,station_1050_0,B_CMX01013D,CC,46.0,1,480
station_1032_0,station_1036_1,B_CMX01013B,CC,114.0,1,480
station_1032_0,station_1036_1,B_CMX01013D,CC,114.0,1,480
station_1032_1,station_1032_0,B_CMX01013B,CC,29.0,1,480
station_1032_1,station_1032_0,B_CMX01013D,CC,29.0,1,480
station_1032_1,station_1037_0,B_CMX01013B,CC,124.0,1,480
station_1032_1,station_1037_0,B_CMX01013D,CC,124.0,1,480
station_1032_2,station_1032_1,B_CMX01013B,CC,40.0,1,480
station_1032_2,station_1032_1,B_CMX01013D,CC,40.0,1,480
station_1032_3,station_1134_3,B_CMX0200L7,METRO,84.0,3,240
station_1032_3,station_141_1,B_CMX0200L7,METRO,128.0,3,240
station_1033_0,station_1032_1,B_CMX01013B,CC,159.0,1,480
station_1033_0,station_1032_1,B_CMX01013D,CC,159.0,1,480
station_1034_0,station_1033_0,B_CMX01013B,CC,105.0,1,480
station_1034_0,station_1033_0,B_CMX01013D,CC,105.0,1,480
station_1034_0,station_1039_0,B_CMX01013B,CC,135.0,1,480
station_1034_0,station_1039_0,B_CMX01013D,CC,135.0,1,480
station_1035_0,station_1034_0,B_CMX01013B,CC,52.0,1,480
station_1035_0,station_1034_0,B_CMX01013D,CC,52.0,1,480
station_1036_0,station_1032_2,B_CMX01013B,CC,107.0,1,480
station_1036_0,station_1032_2,B_CMX01013D,CC,107.0,1,480
station_1036_1,station_732_4,B_CMX01013B,CC,68.0,1,480
station_1036_1,station_732_4,B_CMX01013D,CC,68.0,1,480
station_1036_1,station_732_4,B_CMX01013E,CC,68.0,1,480
station_1037_0,station_1038_0,B_CMX01013B,CC,102.0,1,480
station_1037_0,station_1038_0,B_CMX01013D,CC,102.0,1,480
station_1038_0,station_1034_0,B_CMX01013B,CC,42.0,1,480
station_1038_0,station_1034_0,B_CMX01013D,CC,42.0,1,480
station_1039_0,station_1044_0,B_CMX01013A,CC,71.0,1,480
station_1039_0,station_1044_0,B_CMX01013E,CC,71.0,1,480
station_1039_0,station_624_2,B_CMX01013B,CC,57.0,1,480
station_1039_0,station_624_2,B_CMX01013D,CC,57.0,1,480
station_103_0,station_128_8,B_CMX03SL01,MB,191.0,1,300
station_103_0,station_1373_0,B_CMX0300L7,MB,154.4,10,240
station_103_0,station_1373_0,B_CMX0400L5,TROLE,171.0,1,360
station_103_1,station_128_3,B_CMX050018,RTP,269.0,2,1080
station_103_1,station_129_0,B_CMX01011D,CC,77.0,1,300
station_103_1,station_129_0,B_CMX01011F,CC,77.0,1,300
station_103_2,station_128_8,B_CMX0400L5,TROLE,98.0,2,360
station_103_3,station_1373_2,B_CMX0400L5,TROLE,231.0,2,360
station_103_4,station_1976_0,B_CMX050018,RTP,109.0,2,1080
station_103_5,station_129_5,B_CMX050018,RTP,84.0,2,1080
station_1040_0,station_732_4,B_CMX01013A,CC,142.0,1,480
station_1041_0,station_1036_1,B_CMX01013E,CC,162.0,1,480
station_1042_0,station_1041_0,B_CMX01013E,CC,171.0,1,480
station_1043_0,station_1042_0,B_CMX01013E,CC,111.0,1,480
station_1043_0,station_1055_0,B_CMX01013A,CC,152.0,1,480
station_1044_0,station_1043_0,B_CMX01013A,CC,62.0,1,480
station_1044_0,station_1043_0,B_CMX01013E,CC,62.0,1,480
station_1045_0,station_95_2,B_CMX01013A,CC,88.0,1,480
station_1045_0,station_95_2,B_CMX01013E,CC,88.0,1,480
station_1045_1,station_95_2,B_CMX01001A,CC,85.0,1,480
station_1045_1,station_95_3,B_CMX01018A,CC,86.0,1,480
station_1045_1,station_95_3,B_CMX01018B,CC,86.0,1,480
station_1045_1,station_95_3,B_CMX01018C,CC,86.0,1,480
station_1045_1,station_95_3,B_CMX01018D,CC,86.0,1,480
station_1045_2,station_95_5,B_CMX05057C,RTP,137.0,3,900
station_1045_2,station_95_5,B_CMX0557AN,RTP,137.0,1,1200
station_1046_0,station_1046_1,B_CMX01013A,CC,12.0,1,480
station_1046_0,station_1046_1,B_CMX01013E,CC,12.0,1,480
station_1046_1,station_1047_0,B_CMX01013A,CC,100.0,1,480
station_1046_1,station_1047_0,B_CMX01013E,CC,100.0,1,480
station_1047_0,station_625_0,B_CMX01013A,CC,92.0,1,480
station_1047_0,station_625_0,B_CMX01013E,CC,92.0,1,480
station_1048_0,station_1045_0,B_CMX01013A,CC,173.0,1,480
station_1048_0,station_1045_0,B_CMX01013E,CC,173.0,1,480
station_1048_1,station_1161_0,B_CMX01018A,CC,168.0,1,480
station_1048_1,station_1161_0,B_CMX01018B,CC,168.0,1,480
station_1048_1,station_1161_0,B_CMX01018C,CC,168.0,1,480
station_1048_1,station_1161_0,B_CMX01018D,CC,168.0,1,480
station_1048_1,station_573_1,B_CMX01001A,CC,260.0,1,480
station_1048_2,station_573_6,B_CMX05057C,RTP,290.0,3,900
station_1048_2,station_573_6,B_CMX0557AN,RTP,290.0,1,1200
station_1049_0,station_1159_0,B_CMX01018A,CC,88.0,1,480
station_1049_0,station_180_15,B_CMX01013C,CC,90.0,1,480
station_1049_0,station_180_15,B_CMX01013D,CC,90.0,1,480
station_1049_1,station_1159_1,B_CMX03SL01,MB,191.0,1,300
station_1049_1,station_1365_0,B_CMX0300L7,MB,129.0,11,240
station_1049_1,station_1365_0,B_CMX03SL01,MB,345.6666666666667,3,300
station_1049_1,station_1365_0,B_CMX0400L5,TROLE,158.0,1,360
station_1049_2,station_1049_1,B_CMX03SL01,MB,191.0,1,300
station_1049_2,station_1159_1,B_CMX0300L7,MB,110.125,8,240
station_1049_2,station_1159_1,B_CMX03SL01,MB,423.0,2,300
station_1049_3,station_180_38,B_CMX05019A,RTP,93.0,2,2400
station_1049_4,station_1049_3,B_CMX05019A,RTP,41.0,2,2400
station_104_0,station_1421_0,B_CMX0300L5,MB,54.833333333333336,6,300
station_104_0,station_151_0,B_CMX0300L5,MB,139.83333333333334,6,300
station_1050_0,station_178_5,B_CMX01013C,CC,42.0,1,480
station_1050_0,station_178_5,B_CMX01013D,CC,42.0,1,480
station_1051_0,station_1031_0,B_CMX01013C,CC,49.0,1,480
station_1051_1,station_734_2,B_CMX01013A,CC,106.0,1,480
station_1051_1,station_734_2,B_CMX01013C,CC,106.0,1,480
station_1051_1,station_734_2,B_CMX01013E,CC,106.0,1,480
station_1052_0,station_1040_0,B_CMX01013A,CC,68.0,1,480
station_1052_0,station_733_2,B_CMX01013C,CC,153.0,1,480
station_1052_1,station_1057_0,B_CMX01013A,CC,62.0,1,480
station_1052_1,station_1057_0,B_CMX01013C,CC,62.0,1,480
station_1052_1,station_1057_0,B_CMX01013E,CC,62.0,1,480
station_1053_0,station_1052_0,B_CMX01013A,CC,79.0,1,480
station_1053_0,station_1052_0,B_CMX01013C,CC,79.0,1,480
station_1053_1,station_1054_1,B_CMX01013A,CC,78.0,1,480
station_1053_1,station_1054_1,B_CMX01013C,CC,78.0,1,480
station_1053_1,station_1054_1,B_CMX01013E,CC,78.0,1,480
station_1054_0,station_1053_0,B_CMX01013A,CC,79.0,1,480
station_1054_0,station_1053_0,B_CMX01013C,CC,79.0,1,480
station_1054_1,station_1056_1,B_CMX01013A,CC,128.0,1,480
station_1054_1,station_1056_1,B_CMX01013C,CC,128.0,1,480
station_1054_1,station_1056_1,B_CMX01013E,CC,128.0,1,480
station_1055_0,station_1054_0,B_CMX01013A,CC,80.0,1,480
station_1055_0,station_1054_0,B_CMX01013C,CC,80.0,1,480
station_1056_0,station_1055_0,B_CMX01013C,CC,73.0,1,480
station_1056_1,station_1046_0,B_CMX01013A,CC,103.0,1,480
station_1056_1,station_1046_0,B_CMX01013E,CC,103.0,1,480
station_1057_0,station_1053_1,B_CMX01013A,CC,68.0,1,480
station_1057_0,station_1053_1,B_CMX01013C,CC,68.0,1,480
station_1057_0,station_1053_1,B_CMX01013E,CC,68.0,1,480
station_1058_0,station_732_2,B_CMX01013A,CC,56.0,1,480
station_1058_0,station_732_2,B_CMX01013B,CC,56.0,1,480
station_1058_0,station_732_2,B_CMX01013C,CC,56.0,1,480
station_1058_0,station_732_2,B_CMX01013D,CC,56.0,1,480
station_1058_0,station_732_2,B_CMX01013E,CC,56.0,1,480
station_1059_0,station_1058_0,B_CMX01013A,CC,60.0,1,480
station_1059_0,station_1058_0,B_CMX01013B,CC,60.0,1,480
station_1059_0,station_1058_0,B_CMX01013C,CC,60.0,1,480
station_1059_0,station_1058_0,B_CMX01013D,CC,60.0,1,480
station_1059_0,station_1058_0,B_CMX01013E,CC,60.0,1,480
station_1059_1,station_731_2,B_CMX0400L6,TROLE,53.0,2,480
station_105_0,station_106_0,B_CMX0300L5,MB,77.66666666666667,6,300
station_105_0,station_147_0,B_CMX0300L5,MB,115.33333333333333,6,300
station_105_3,station_153_2,B_CMX01022D,CC,49.0,1,480
station_1060_0,station_1095_1,B_CMX01009E,CC,250.0,2,300
station_1060_1,station_1098_0,B_CMX01009A,CC,82.0,2,300
station_1060_1,station_1098_0,B_CMX01009C,CC,82.0,2,300
station_1060_1,station_148_12,B_CMX01009F,CC,137.0,2,300
station_1060_2,station_1099_0,B_CMX01014A,CC,50.0,1,480
station_1060_3,station_1060_2,B_CMX01014A,CC,39.0,1,480
station_1060_3,station_1099_0,B_CMX01009A,CC,83.0,2,300
station_1060_3,station_1099_0,B_CMX01009C,CC,83.0,2,300
station_1060_3,station_1099_0,B_CMX01009E,CC,82.0,2,300
station_1060_4,station_1095_1,B_CMX0200L9,METRO,142.0,3,180
station_1060_4,station_1101_1,B_CMX0200L9,METRO,112.0,3,180
station_1060_5,station_1098_0,B_CMX0400L2,TROLE,75.0,2,480
station_1061_0,station_1061_1,B_CMX01009E,CC,19.0,2,300
station_1061_1,station_1062_0,B_CMX01009E,CC,60.0,2,300
station_1061_2,station_1247_0,B_CMX01014A,CC,134.0,1,480
station_1061_3,station_1061_2,B_CMX01014A,CC,13.0,1,480
station_1061_4,station_1101_1,B_CMX0300L5,MB,48.333333333333336,6,300
station_1061_4,station_1248_1,B_CMX0300L5,MB,106.66666666666667,6,300
station_1062_0,station_1060_0,B_CMX01009E,CC,607.0,2,300
station_1062_1,station_1061_3,B_CMX01014A,CC,71.0,1,480
station_1063_0,station_659_2,B_CMX01009E,CC,57.0,2,300
station_1064_0,station_1063_0,B_CMX01009E,CC,45.0,2,300
station_1064_1,station_1065_2,B_CMX01024A,CC,67.0,1,300
station_1064_1,station_2780_1,B_CMX01024A,CC,79.0,1,300
station_1065_0,station_1064_0,B_CMX01009E,CC,57.0,2,300
station_1065_1,station_1093_2,B_CMX01009C,CC,65.0,2,300
station_1065_1,station_1093_2,B_CMX01009F,CC,65.0,2,300
station_1065_1,station_206_3,B_CMX01009A,CC,77.0,2,300
station_1065_1,station_206_3,B_CMX01009C,CC,77.0,2,300
station_1065_1,station_206_3,B_CMX01009E,CC,77.0,2,300
station_1065_1,station_206_3,B_CMX01009F,CC,77.0,2,300
station_1065_2,station_1064_1,B_CMX01024A,CC,69.0,1,300
station_1065_2,station_1471_1,B_CMX01024A,CC,62.0,1,300
station_1066_0,station_1065_0,B_CMX01009E,CC,46.0,2,300
station_1067_0,station_1066_0,B_CMX01009E,CC,59.0,2,300
station_1068_0,station_181_15,B_CMX01009E,CC,52.0,2,300
station_1069_0,station_1070_0,B_CMX01009A,CC,53.0,2,300
station_106_0,station_105_0,B_CMX0300L5,MB,75.16666666666667,6,300
station_106_0,station_107_0,B_CMX0300L5,MB,74.16666666666667,6,300
station_1070_0,station_1070_1,B_CMX01009A,CC,39.0,2,300
station_1070_1,station_1070_2,B_CMX01009A,CC,65.0,2,300
station_1070_2,station_180_18,B_CMX01009A,CC,84.0,2,300
station_1070_3,station_1070_4,B_CMX05034A,RTP,88.0,3,300
station_1070_3,station_180_33,B_CMX05034A,RTP,152.0,3,300
station_1070_4,station_1070_3,B_CMX05034A,RTP,99.0,3,300
station_1070_4,station_1889_1,B_CMX05034A,RTP,86.0,3,300
station_1071_0,station_1071_1,B_CMX01009A,CC,18.0,2,300
station_1071_1,station_1072_0,B_CMX01009A,CC,51.0,2,300
station_1071_2,station_2780_0,B_CMX01024A,CC,112.0,1,300
station_1071_3,station_3082_0,B_CMX01021A,CC,66.0,1,480
station_1072_0,station_661_6,B_CMX01009A,CC,74.0,2,300
station_1073_0,station_1074_0,B_CMX01009A,CC,58.0,2,300
station_1073_1,station_661_7,B_CMX0400L2,TROLE,67.0,2,480
station_1073_2,station_1074_3,B_CMX0400L2,TROLE,44.0,2,480
station_1074_0,station_1074_1,B_CMX01009A,CC,60.0,2,300
station_1074_0,station_180_29,B_CMX0300L1,MB,75.0,8,300
station_1074_0,station_674_2,B_CMX0300L1,MB,72.5,8,300
station_1074_1,station_673_2,B_CMX01009A,CC,56.0,2,300
station_1074_3,station_1073_1,B_CMX0400L2,TROLE,46.0,2,480
station_1074_3,station_673_5,B_CMX0400L2,TROLE,55.0,2,480
station_1074_4,station_180_39,B_CMX050019,RTP,147.0,2,2580
station_1074_4,station_1949_0,B_CMX05019A,RTP,50.0,2,2400
station_1075_0,station_1076_0,B_CMX01009A,CC,82.0,2,300
station_1075_1,station_669_4,B_CMX0400L2,TROLE,83.0,2,480
station_1075_2,station_1589_0,B_CMX0400L2,TROLE,31.0,2,480
station_1076_0,station_565_4,B_CMX01009A,CC,36.0,2,300
station_1076_0,station_565_4,B_CMX01009E,CC,36.0,2,300
station_1076_1,station_1336_0,B_CMX0200L8,METRO,101.0,3,240
station_1076_1,station_671_3,B_CMX0200L8,METRO,136.0,3,240
station_1076_2,station_1104_3,B_CMX050033,RTP,123.0,3,1800
station_1077_0,station_1078_0,B_CMX01009A,CC,65.0,2,300
station_1077_0,station_1078_0,B_CMX01009C,CC,65.0,2,300
station_1077_0,station_1078_0,B_CMX01009E,CC,65.0,2,300
station_1077_0,station_1117_0,B_CMX01009B,CC,96.0,2,300
station_1077_0,station_1117_0,B_CMX01009D,CC,28.0,2,300
station_1077_0,station_892_3,B_CMX01009A,CC,54.0,2,300
station_1077_0,station_892_3,B_CMX01009B,CC,54.0,2,300
station_1077_0,station_892_3,B_CMX01009C,CC,54.0,2,300
station_1077_0,station_892_3,B_CMX01009D,CC,54.0,2,300
station_1077_0,station_892_3,B_CMX01009E,CC,54.0,2,300
station_1077_0,station_892_3,B_CMX01014A,CC,57.0,1,480
station_1078_0,station_1079_0,B_CMX01009A,CC,82.0,2,300
