station_id,agency_id,lat,lon,stop_name
station_1541_1,TROLE,19.431945,-99.094285,Norte 25 II
station_1541_2,RTP,19.43029,-99.09524,Norte 172 - Norte 21
station_1541_3,RTP,19.43246,-99.09403,Norte 172 - Norte 25
station_1541_4,RTP,19.43287,-99.09507,Oriente 168 - Norte 25
station_1541_7,RTP,19.43221,-99.09339,Oriente 175 - Norte 252
station_1541_8,CC,19.431234,-99.094595,Oriente 172 y Norte 25
station_1541_9,CC,19.433418500000002,-99.09339750000001,Oriente 172 y Norte 29
station_1542_0,TROLE,19.43515,-99.09251,Norte 33
station_1542_1,RTP,19.435115000000003,-99.092615,Norte 172 - Norte 33
station_1543_0,TROLE,19.4366,-99.0917,Norte 37
station_1543_1,RTP,19.43657,-99.09175,Norte 172 - Norte 37
station_1543_2,CC,19.436480500000002,-99.091713,Oriente 172 y Norte 37
station_1544_0,TROLE,19.454445,-99.09621,Calle 509
station_1544_1,CC,19.454271,-99.096322,Tlacos y Cairo
station_1545_0,TROLE,19.48146,-99.18866,Hidalgo
station_1545_1,RTP,19.48129,-99.18869,Parque Vía - Miguel Hidalgo
station_1546_0,TROLE,19.48847,-99.19332,Centéotl
station_1546_1,TROLE,19.487445,-99.19183,Santo Domingo
station_1546_2,RTP,19.48846,-99.19277,Aquiles Serdán - Campo Chichapo
station_1546_3,RTP,19.48813,-99.19293,Parque Vía - Campo Axolahuac
station_1547_0,TROLE,19.49647,-99.1997,Puente de Guerra
station_1547_1,TROLE,19.49559,-99.19853,Ahuehuetes
station_1547_2,RTP,19.49555,-99.19851,Aquiles Serdán - Ahuehuetes
station_1547_3,RTP,19.49624,-99.19953,Parque Vía - Puente de Guerra
station_1548_0,TROLE,19.50224,-99.20515,Hacienda Sotelo
station_1548_1,TROLE,19.5044,-99.20688,Edificio 26-B
station_1548_2,TROLE,19.50483,-99.20656,Frente a Nissan
station_1548_3,TROLE,19.50306,-99.20524,Soriana El Rosario
station_1548_4,TROLE,19.50182,-99.20439,Av. del Rosario
station_1548_5,RTP,19.50173,-99.20433,Aquiles Serdán - Av. Rosario y Prados del Rosario
station_1548_6,RTP,19.50404,-99.20595,Aquiles Serdán - Osa Mayor
station_1548_7,RTP,19.5021,-99.20508,Parque Vía - Hacienda de Sotelo
station_1548_8,RTP,19.50453,-99.20702,Parque Vía - Hacienda de en Medio
station_1549_0,TROLE,19.50645,-99.20832,Av. Aquiles Serdán
station_1549_1,TROLE,19.50608,-99.20795,Renacimiento
station_1549_2,RTP,19.50607,-99.20791,Aquiles Serdán y Parque Vía - Renacimiento
station_1549_3,RTP,19.50661,-99.20837,Renacimiento - Parque Vía
station_154_1,RTP,19.37205,-99.10300000000001,Circuito Interior - Eje 6 Sur Trabajadores Sociales
station_154_2,CC,19.372021,-99.10302300000001,Rio Churubusco y Eje 6 Sur
station_1550_0,TROLE,19.51063,-99.202,Pescadores
station_1550_1,TROLE,19.51018,-99.20215,Hidrógeno
station_1550_2,RTP,19.51022,-99.20208,Av. de las Culturas - Hidrógeno
station_1550_3,RTP,19.51062,-99.20209,Av. de las Culturas - Pescadores
station_1551_0,TROLE,19.50059,-99.19918,Tierra Negra
station_1552_0,TROLE,19.50196,-99.19778,Av. de los Ángeles
station_1552_1,RTP,19.50198,-99.19774,Cultura Norte - Priv. de los Ángeles
station_1553_0,TROLE,19.50569,-99.19831,Depósito El Rosario
station_1554_0,TROLE,19.50859,-99.19783,Aztacalco
station_1554_1,RTP,19.50858,-99.19784,Cultura Norte - Unidad Habitacional Xochinahuac
station_1555_0,TROLE,19.50936,-99.20441,Cultura Náhuatl
station_1555_1,TROLE,19.5086,-99.20577,Cultura Náhuatl
station_1555_2,RTP,19.5086,-99.20575,Av. de las Culturas - Río Blanco
station_1555_3,RTP,19.50898,-99.20545,Av. de las Culturas - Cultura Nahuatl
station_1556_0,TROLE,19.508319999999998,-99.20832999999999,Alfareros
station_1556_1,RTP,19.50827,-99.20825,Renacimiento - Av. de las Culturas
station_1556_2,RTP,19.50848,-99.20845,Av. de las Culturas - Alfareros
station_1557_0,TROLE,19.50048,-99.20322,Tierra Nueva
station_1558_0,TROLE,19.499105,-99.20211,CCH Azcapotzalco
station_1558_1,RTP,19.49898,-99.20169,Aquiles Serdán - Tierra Colorada
station_1558_2,RTP,19.4991,-99.20225,Parque Vía - Hernández Covarruvias
station_1559_0,TROLE,19.49792,-99.20062,Tierra Indomita
station_155_1,CC,19.374572,-99.102403,Rio Churubusco y Electricistas
station_155_2,CC,19.3783135,-99.1014585,Rio Churubusco y Av. Purísima
station_155_3,CC,19.376968,-99.101233,Rio Churubusco y Diplomaticos
station_155_4,CC,19.375909,-99.101372,Rio Churubusco y Estetas
station_155_5,CC,19.374659,-99.10154,Rio Churubusco y Neumatologos
station_155_6,CC,19.378231,-99.100923,Eje 5 La Purísima y Rio Churubusco
station_1560_0,TROLE,19.485799999999998,-99.18994,FFCC. Nacionales
station_1560_1,TROLE,19.48501,-99.18868,Andalucia
station_1560_2,RTP,19.48565,-99.18954,Aquiles Serdán - Ferrocarril
station_1560_3,RTP,19.48554,-99.18987,Parque Vía - Ferrocarril
station_1561_0,TROLE,19.48456,-99.18642,Zaragoza
station_1561_1,RTP,19.48449,-99.18566,Av. Azcapotzalco - Castilla Oriente
station_1561_2,RTP,19.48455,-99.18656,Castilla - Zaragoza
station_1561_3,RTP,19.48457,-99.18659,San Simón - Castilla
station_1562_0,TROLE,19.48426,-99.18385,Ahuacatitla
station_1563_0,TROLE,19.48288,-99.18308,Nueva Jerusalén
station_1564_0,TROLE,19.48119,-99.18353,Minerva
station_1565_0,TROLE,19.45217,-99.09335,Calle 525
station_1565_1,CC,19.451266,-99.093823,Circuito Interior - Jericó
station_1565_2,CC,19.452056,-99.094506,Circuito Interior - Rublos
station_1566_0,TROLE,19.37469,-99.18309500000001,Augusto Rodín
station_1566_1,TROLE,19.37443,-99.18178,Jerez
station_1567_0,TROLE,19.372635,-99.173885,Moras
station_1568_0,TROLE,19.37143,-99.16871,Gabriel Mancera
station_1569_0,TROLE,19.36923,-99.16186,Cuauhtémoc
station_1569_1,RTP,19.36913,-99.16171,Emiliano Zapata - Cuauhtémoc
station_1569_2,RTP,19.36929,-99.16162,Emiliano Zapata y Mpo. Libre - Cuauhtémoc
station_156_1,TROLE,19.38046,-99.10296,Chinampas
station_156_10,CC,19.383598,-99.100287,Rio Churubusco y Prepa 2
station_156_11,CC,19.379982,-99.099494,Canal de Apatlaco y Tepehua
station_156_2,TROLE,19.3806,-99.10152,Apatlaco
station_156_3,TROLE,19.3835,-99.10112,Girasol
station_156_4,RTP,19.38177,-99.10136,Circuito Interior - Girasol
station_156_5,RTP,19.38202,-99.10055,Circuito Interior - Lenguas Indigenas
station_156_6,CC,19.380341,-99.10117149999999,Rio Churubusco y Canal de Apatlaco
station_156_7,CC,19.383606,-99.10113,Rio Churubusco y Av. Girasol
station_156_8,CC,19.381771,-99.101385,Rio Churubusco y  Centro Comercial
station_156_9,CC,19.382393,-99.100466,Rio churubusco y Lenguas Indígenas
station_1570_0,TROLE,19.36749,-99.15951,Uxmal
station_1570_1,RTP,19.36748,-99.1595,Emiliano Zapata - Uxmal
station_1570_2,RTP,19.36764,-99.1594,Emiliano Zapata y Mpo. Libre - Uxmal
station_1571_0,TROLE,19.3667,-99.15803,Centro de Rehabilitación
station_1571_1,RTP,19.36668,-99.158,Emiliano Zapata - Tajin
station_1572_0,TROLE,19.3663,-99.15576,División del Norte
station_1572_1,CC,19.366278543333333,-99.15564884333332,Emiliano Zapata - División del Norte
station_1572_1,RTP,19.366278543333333,-99.15564884333332,Emiliano Zapata - División del Norte
station_1572_2,RTP,19.36637,-99.15516,Emiliano Zapata y Mpo. Libre - Azores
station_1572_3,RTP,19.36657,-99.15626,Emiliano Zapata y Mpo. Libre - División del Norte
station_1573_0,TROLE,19.36595,-99.15343,Tokio
station_1573_1,RTP,19.365820000000006,-99.15336,Emiliano Zapata - Tokio
station_1573_2,RTP,19.36607,-99.15322,Emiliano Zapata y Mpo. Libre - Tokio
station_1574_0,TROLE,19.3697,-99.15241,Tokio
station_1575_0,TROLE,19.36557,-99.15099,Eje Central
station_1575_1,TROLE,19.366210000000002,-99.150595,Emiliano Zapata
station_1575_2,RTP,19.365515000000002,-99.150745,Emiliano Zapata - Eje Central Lázaro Cardenas
station_1576_0,TROLE,19.36927,-99.14961,Eje Central
station_1576_1,TROLE,19.369175,-99.15008,Municipio Libre
station_1577_0,TROLE,19.36506,-99.14774,Canarias
station_1577_1,TROLE,19.36468,-99.14527,Balboa
station_1577_2,RTP,19.36453,-99.14524,Emiliano Zapata - Balboa
station_1577_3,RTP,19.36491,-99.14765,Emiliano Zapata - Canarias
station_1577_4,RTP,19.36484,-99.14542,Emiliano Zapata y Mpo. Libre - Belgica
station_1577_5,RTP,19.36503,-99.14666,Emiliano Zapata y Mpo. Libre - Rumania
station_1578_0,TROLE,19.36754,-99.13914,Miravalle
station_1579_0,TROLE,19.36363,-99.13886,Plutarco Elías Calles
station_1579_1,RTP,19.363635000000002,-99.138555,Emiliano Zapata - Plutarco Elias Calles
station_1579_2,RTP,19.36393,-99.14007,Emiliano Zapata y Mpo. Libre - Miravalle
station_157_1,TROLE,19.38584,-99.10112,Río Churubusco
station_157_2,CC,19.385768,-99.10038374999999,Canal de Tezontle - Río Churubusco
station_157_2,RTP,19.385768,-99.10038374999999,Canal de Tezontle - Río Churubusco
station_1580_0,TROLE,19.36329,-99.13627,Sur 69-A
station_1580_1,RTP,19.36327,-99.13654,Oriente 172 - Sur 69A
station_1581_0,TROLE,19.362940000000002,-99.134175,Sur 73
station_1581_0,RTP,19.362940000000002,-99.134175,Sur 73
station_1581_1,RTP,19.36281,-99.13386,Sur 73 - Oriente 172
station_1582_0,TROLE,19.36434,-99.13366,Arboledas
station_1583_0,TROLE,19.407680000000006,-99.08577,Puerta 8
station_1584_0,TROLE,19.41122,-99.10336,Ramadés TreviNo
station_1584_1,TROLE,19.41219,-99.10322,Retorno 39
station_1585_0,TROLE,19.41139,-99.1013,Genaro García
station_1586_0,TROLE,19.41297,-99.1062,Fernando Iglesias
station_1587_0,TROLE,19.41326,-99.10899,Antonio Peña y Reyes
station_1588_0,TROLE,19.4134,-99.13051,Clavijero
station_1589_0,TROLE,19.41202,-99.13103,Clavijero
station_158_1,RTP,19.389386000000002,-99.10003485714286,Río Churubusco - Oriente 116
station_158_1,CC,19.389386000000002,-99.10003485714286,Río Churubusco - Oriente 116
station_158_2,CC,19.387962,-99.10072,Rio Churubusco y Carolos Juan Finlay
station_1590_0,TROLE,19.40965,-99.14433,Antonio Solís
station_1591_0,TROLE,19.40317,-99.145065,Viaducto
station_1592_0,TROLE,19.398130000000002,-99.145685,Morena
station_1593_0,TROLE,19.392575,-99.14641,Cumbres de Acultzingo
station_1594_0,TROLE,19.38854,-99.14686,Luz Saviñón
station_1595_0,TROLE,19.386650000000003,-99.147165,Cumbres de Maltrata
station_1596_0,TROLE,19.38424,-99.14744,Eugenia
station_1597_0,TROLE,19.38113,-99.14773,Kiff
station_1597_1,TROLE,19.379385,-99.14816,Ángel Urraza
station_1597_2,TROLE,19.37784,-99.14854,Matías Romero
station_1598_0,TROLE,19.37296,-99.14940999999999,Miguel Laurent
station_1599_0,TROLE,19.358865,-99.15212,Ajusco
station_1599_1,TROLE,19.35695,-99.15276,Churubusco
station_1599_2,RTP,19.357750000000003,-99.15394,Circuito Interior - División del Norte y Coyoacan
station_1599_3,CC,19.35691343,-99.152875225,Sobre Av. División del Norte y Londres
station_1599_4,CC,19.35871125,-99.1535958,Sobre Av. División del Norte y Av. Río Churubusco
station_1599_5,CC,19.357926,-99.152835,Rio Churubusco y Eje Central
station_1599_6,CC,19.3577285,-99.15375850000001,Rio Churubusco y División del Norte
station_1599_7,CC,19.357531,-99.154589,Rio Churubusco y Corina
station_159_2,RTP,19.392445000000002,-99.09963575,Río Churubusco - Oriente 106
station_159_2,CC,19.392445000000002,-99.09963575,Río Churubusco - Oriente 106
station_159_3,CC,19.393445,-99.100163,Rio Churubusco  y Recreo
station_159_4,CC,19.394605,-99.09875,Rio Churubusco y Oriente
station_15_0,RTP,19.31432,-99.22037,Plaza Artz
station_1600_0,TROLE,19.3548,-99.15229,Xicoténcatl
station_1600_1,RTP,19.35497,-99.15253,División del Norte
station_1600_2,CC,19.354790145,-99.152297195,Sobre Av. División del Norte y Xicoténcatl
station_1601_0,TROLE,19.34978,-99.15075,Irlanda
station_1601_1,CC,19.34909711,-99.15079146,Sobre Av. División del Norte y Carreteraco
station_1601_2,CC,19.34852938,-99.15038616,Sobre Av. División del Norte e Irlanda
station_1602_0,TROLE,19.34556,-99.149665,América
station_1602_1,CC,19.34553012,-99.149668805,Sobre Av. División del Norte y América
station_1603_0,TROLE,19.34256225,-99.14879625,División del Norte
station_1603_1,TROLE,19.342342000000002,-99.1474785,Central
station_1603_2,CC,19.342628765,-99.148848895,Sobre Av. División del Norte y Av. Miguel Angel de Quevedo
station_1604_0,TROLE,19.35175,-99.15154,Hidalgo
station_1604_1,RTP,19.35162,-99.15102,División del Norte
station_1604_2,CC,19.35170904,-99.15155167,Sobre Av. División del Norte y Miguel Hidalgo
station_1604_3,CC,19.35139304,-99.15118957,Sobre Av. División del Norte y Heroes del 47
station_1605_0,TROLE,19.39009,-99.14681,Luz Saviñón
station_1606_0,TROLE,19.41913,-99.14352,Monumento a Lázaro Cárdenas
station_1608_1,RTP,19.31964,-99.13188,Av. Canal de Miramontes - Estrella Binaria
station_1608_10,CC,19.31887732,-99.13152631,Av. 4 y Lira
station_1608_11,CC,19.31754506,-99.12870826,Canal de Miramontes y Ofiuco
station_1608_12,CC,19.315185085,-99.124480285,Canal de Miramontes y Escuela Naval Militar
station_1608_13,CC,19.31327795,-99.12402942,Canal de Miramontes y C. B.
station_1608_14,CC,19.3177026,-99.12833135,Canal de Miramontes y Gustavo Salazar
station_1608_15,CC,19.31904601,-99.13102056,Canal de Miramontes y Av. 4
station_1608_16,CC,19.321468,-99.133377,Canal de Miramontes y Estrella Aldebarán
station_1608_17,CC,19.320073,-99.132307,Canal de Miramontes y Retorno U Plaza Miramontes
station_1608_18,CC,19.31846,-99.130572,Canal de Miramontes y Mar de tranquilidad
station_1608_19,CC,19.317083,-99.127785,Canal de Miramontes y Agapando
station_1608_2,RTP,19.31735,-99.12828,Eje 1 Oriente Canal de Miramontes - Eridona
station_1608_20,CC,19.316223,-99.125928,Canal de Miramontes y Tzinnias
station_1608_21,CC,19.314293,-99.124452,Canal de Miramontes y Nardos
station_1608_22,CC,19.314463,-99.124157,Canal de Miramontes y C. De Salud
station_1608_23,CC,19.316717,-99.126313,Canal de Miramontes y Walmart
station_1608_24,CC,19.318377,-99.129761,Canal de Miramontes y Ciruelos
station_1608_25,CC,19.320945,-99.132568,Canal de Miramontes y Gigante
station_1608_3,RTP,19.31747,-99.12796,Av. Canal de Miramontes - Calle Daniel Hernández
station_1608_4,RTP,19.321295,-99.13304,Aldebaran
station_1608_5,RTP,19.31846,-99.13071,Mar de la Tranquilidad
station_1608_6,RTP,19.31613,-99.12582,Tzinnias
station_1608_7,RTP,19.31871,-99.13028,Ciruelos
station_1608_8,RTP,19.31695,-99.12671,Ramón Arriaga
station_1608_9,RTP,19.315,-99.12427,Escuela Naval Militar
station_1609_1,RTP,19.24697,-99.10352,Prol. 16 de Septiembre - Unidad Habitacional Nativitas
station_1609_2,RTP,19.24724,-99.10379,Madre Selva
station_160_1,CC,19.42779,-99.092228,Circuito Interior - Norte 17
station_1611_2,RTP,19.24832,-99.09428,C. C. Xochimilco Bosque de Nativitas por Miramontes - Zacapa y Camino a Nativitas
station_1611_3,RTP,19.24873,-99.09382,Zacapa
station_1611_4,RTP,19.25011,-99.09457,Mercado
station_1611_5,RTP,19.24718,-99.09463,Zacapa
station_1611_6,CC,19.250309,-99.095014,C. Nativitas y C. Central
station_1611_7,CC,19.250217,-99.094808,Carr. Xochimilco Tulyehualco y C. del Mercado
station_1611_8,CC,19.248793,-99.093818,Carr. Xochimilco Tulyehualco y Embarcadero Zacapa
station_1612_0,RTP,19.341765000000002,-99.01986500000001,Camino a las Minas - Tejocote
station_1613_0,RTP,19.34024,-99.01952499999999,Camino a las Minas - Guanabana
station_1614_0,RTP,19.33824,-99.019185,Camino a las Minas - Chabacano
station_1614_1,RTP,19.336785,-99.01884,Camino a las Minas - Benito Juárez
station_1614_2,RTP,19.33552,-99.01848,Camino a las Minas - Violeta
station_1614_3,RTP,19.33475,-99.018175,Camino a las Minas - Azahares
station_1614_4,RTP,19.33405,-99.01796999999999,Camino a las Minas - Sta. Cruz
station_1614_6,RTP,19.33612,-99.01852,Camino a Minas - Granada
station_1614_7,RTP,19.33355,-99.01774,C. C. Palmas - Margaritas
station_1614_8,CBB,19.33613,-99.0192,Xalpa
station_1615_0,RTP,19.4599,-99.18183,Venecia  - Benito Juárez
station_1616_0,RTP,19.46124,-99.18093,Grecia - Venecia
station_1617_0,RTP,19.46329,-99.18431,Grecia - Niza
station_1618_0,RTP,19.46447,-99.18678,Floresta - Egipto
station_1619_0,RTP,19.47123,-99.18849,Centenario - Polo Norte
station_161_1,CC,19.434534499999998,-99.0881545,Circuito Interior -Metro Terminal Aérea
station_161_2,TROLE,19.43409,-99.088145,Terminal Aérea
station_161_2,METRO,19.43409,-99.088145,Terminal Aérea
station_161_3,RTP,19.43351,-99.08861,Blvd. Puero Aéreo - Aeropuerto
station_161_4,RTP,19.433725000000003,-99.0889135,Circuito Interior - Norte 33
station_161_4,CC,19.433725000000003,-99.0889135,Circuito Interior - Norte 33
station_161_5,RTP,19.43381,-99.08838,Circuito Interior - Aeropuerto Civil
station_1620_0,RTP,19.47459,-99.18854,Centenario - Aquiles Elorduy
station_1620_1,RTP,19.47459,-99.18928,Parque Vía - Aquiles Elorduy
station_1621_0,RTP,19.48785,-99.18648,San Simón - Sevilla
station_1622_0,RTP,19.49151,-99.18825,Campo Nuevo Limón - Refinería Azcapotzalco
station_1623_0,RTP,19.49288,-99.18782,Campo Nuevo Limón - Refinería Minatitlan
station_1624_0,RTP,19.49446,-99.18733,Campo Nuevo Limón - refinería Salamanca
station_1625_0,RTP,19.49567,-99.18647,Gasoducto - Pozo Pedregal
station_1626_0,RTP,19.497,-99.1848,San Pablo - Calz. Real de San Martín
station_1627_0,RTP,19.49879,-99.18433,San Pablo - Frente a Modulo 23
station_1628_0,RTP,19.50091,-99.18388,San Pablo - Unidad Tepaltongo
station_1628_1,RTP,19.50144,-99.18388,San Pablo - UAM
station_1629_0,RTP,19.50101,-99.17525,Av. Granjas - Matlacoatl
station_1629_1,RTP,19.49982,-99.174845,Av. Granjas - Tec Milenio
station_1629_2,RTP,19.50182,-99.17709,Granjas - Alameda Norte
station_1629_3,RTP,19.49951,-99.17489,Eje 5 Norte Av. Dvo. Reynosa - Tec Milenio
station_1629_4,RTP,19.50081,-99.17581,Eje 5 Norte Av. Dvo. Reynosa - Matlacoatl
station_1629_5,RTP,19.50143,-99.17692,Eje 5 Norte Av. Dvo. Reynosa - Alameda Norte
station_162_10,CC,19.437403,-99.086609,Circuito Interior - Oriente 35
station_162_11,CC,19.440535,-99.085723,Circuito Interior - Siberia
station_162_3,CC,19.437213,-99.086164,Circuito Interior - Av. del Peñón
station_162_4,TROLE,19.43987000000001,-99.08549,Morelos
station_162_5,TROLE,19.43721,-99.0862,Av. del PeNón
station_162_6,RTP,19.43824,-99.08599,Río Consulado - Av. del Peñon
station_162_7,RTP,19.43935,-99.08559,Río Consulado - Irapuato
station_162_8,RTP,19.44003,-99.08539,Río Consulado - Morelos
station_162_9,CC,19.439861,-99.085459,Circuito Interior - Morelos
station_1630_0,RTP,19.49627,-99.17350666666665,Av. Granjas - Rastro
station_1631_0,RTP,19.49184,-99.16939,Av. Ceylan - Azcapotzalco La Villa
station_1632_0,RTP,19.49596,-99.17099,Av. Ceylan - Poniente 134
station_1633_0,RTP,19.49935,-99.17233,Av. Ceylan - Poniente 140
station_1634_0,RTP,19.50324,-99.17384,Av. Ceylan - Poniente 146
station_1635_0,RTP,19.506,-99.17492,Av. Ceylan - Poniente 148
station_1637_0,RTP,19.50818,-99.17357,Poniente 152 - Maravillas
station_1638_0,RTP,19.50718,-99.17043,Poniente 152 - Sol de México
station_1639_0,RTP,19.5066,-99.16868,Poniente 152 - Norte 65
station_163_0,METRO,19.444945999999998,-99.086942,Metro Oceanía
station_163_0,TROLE,19.444945999999998,-99.086942,Metro Oceanía
station_163_0,CC,19.444945999999998,-99.086942,Metro Oceanía
station_163_1,RTP,19.445445000000007,-99.087045,Circuito Interior - Av. Oceanía
station_163_10,RTP,19.44505,-99.08706,José Loreto Fabela - 504
station_163_11,CC,19.44530466666667,-99.08689133333333,Circuito Interior - Metro Oceanía Línea B
station_163_2,CC,19.442719,-99.086077,Circuito Interior - Norte 180
station_163_3,CC,19.44365,-99.08721,Bolivares
station_163_4,TROLE,19.44292,-99.08805,Transvaal
station_163_5,RTP,19.44548,-99.08666,Río Consulado - Oceanía
station_163_6,RTP,19.44335,-99.08587,Río Consulado - Norte 178
station_163_7,RTP,19.4427905,-99.08804,Norte 172 - Transval
station_163_7,CC,19.4427905,-99.08804,Norte 172 - Transval
station_163_8,RTP,19.44391,-99.08759,Manchurias - Esterlinas
station_163_9,RTP,19.44449,-99.08712,Bolivares - Manchuria
station_1640_0,RTP,19.50614,-99.16723,Poniente 152 - Ex Hacienda
station_1641_0,RTP,19.5047,-99.16285,Poniente 152 - Norte 59
station_1642_0,RTP,19.50355,-99.15934,Poniente 152 - Retorno 1
station_1643_0,RTP,19.50435,-99.15372,Miguel Othon de Mendizabal - Unidad Patera Vallejo
station_1644_0,RTP,19.50752,-99.14553,Miguel Othon de Mendizabal - Frente a Centro Comercial Torres Lindavista
station_1645_0,RTP,19.50346,-99.13333,Av. Miguel Bernard - Juan de Dios Batiz
station_1645_1,RTP,19.50344,-99.13338,Av. Miguel Bernard
station_1645_2,RTP,19.50322,-99.13348,Juan de Dios Batiz
station_1646_0,RTP,19.50086,-99.12601,Ticoman - Manizales
station_1646_1,RTP,19.50221,-99.1274,Ticoman
station_1646_2,RTP,19.50086,-99.12624,Neiva y Manizales
station_1646_3,RTP,19.50207,-99.12742,Av. Ticoman
station_1646_4,RTP,19.50194,-99.12681,Moyobamba
station_1647_0,RTP,19.307254999999998,-99.26526999999999,Av. Ojo de Agua - Chabacano
station_1648_0,RTP,19.310625,-99.26203000000001,Ojo de Agua - Parcela
station_1648_1,RTP,19.31146,-99.26103,Ojo de Agua - Segunda Cda. de Ojo de Agua
station_1648_10,RTP,19.30617,-99.26154,Av. San Jerónimo - 10 de Junio
station_1648_11,RTP,19.30588,-99.26134,Av. San Jerónimo - Cerro Zehuiloya
station_1648_12,RTP,19.305770000000003,-99.259275,Av. San Jerónimo - Guamuchil
station_1648_13,RTP,19.30579,-99.26009,Av. San Jerónimo - 10 de Junio
station_1648_14,RTP,19.30651,-99.26152,Av. San Jerónimo - Cda. de la Soledad
station_1648_15,RTP,19.30719,-99.26103,Potrerillo - Encinos
station_1648_16,RTP,19.31062,-99.25929,Potrerillo - Cda. de la Soledad
station_1648_17,RTP,19.31165,-99.25958,Av. San Jerónimo - Potrerillo
station_1648_18,RTP,19.31241,-99.25993,Av. Ojo de Agua - Ojo de Agua
station_1648_19,RTP,19.31188,-99.2605,Av. Ojo de agua - Huayatla
station_1648_2,RTP,19.31239,-99.26011,Potrerillo - Cda. de los Naranjos
station_1648_20,RTP,19.31154,-99.26086,Av. Ojo de Agua - Victoria
station_1648_21,RTP,19.31107,-99.26127,Av. Ojo de agua - Pino Oyamel
station_1648_3,RTP,19.3121,-99.2598,Potrerillo - Memetla
station_1648_4,RTP,19.309715,-99.25958,Potrerillo - Pradera
station_1648_5,RTP,19.30868,-99.26012,Av. San Jerónimo - Potrerillo
station_1648_6,RTP,19.30754,-99.26076,Av. San Jerónimo - Oasis
station_1648_7,RTP,19.306735,-99.26129,Av. San Jerónimo - Encinos
station_1648_8,RTP,19.30637,-99.26112,Av. San Jerónimo - Rancho Pachita
station_1648_9,RTP,19.30632,-99.26145,Av. San Jerónimo - Ermita
station_1649_0,RTP,19.30415,-99.25713,Av. San Jerónimo - Huayatla
station_1649_1,RTP,19.30414,-99.25607,Av. San Jerónimo - Ahuejotes
station_1649_2,RTP,19.30423,-99.25748,Av. San Jerónimo - Cda. Cazuarina
station_164_0,CC,19.45006,-99.09169,Pekin
station_164_1,TROLE,19.45027,-99.09134,Av. 535
station_164_2,TROLE,19.449720000000006,-99.09132,Pekín
station_164_4,CC,19.449854,-99.091524,Circuito Interior - Pekín
station_164_5,CC,19.449851,-99.090845,Circuito Interior - Av 535
station_1650_0,RTP,19.30453,-99.25469,Av. San Jerónimo - Guamuchil
station_1650_1,RTP,19.304885,-99.25312500000001,Av. San Jerónimo - Nogal de la India
station_1650_2,RTP,19.305055,-99.252325,Av. San Jerónimo - El Nogal
station_1650_3,RTP,19.30472,-99.25355,Av. San Jerónimo - Huayatla
station_1650_4,RTP,19.30444,-99.25466,Av. San Jerónimo - Cda. Ahuejotes
station_1651_0,RTP,19.305965,-99.24885,Av. San Jerónimo - Guadalupe
station_1651_1,RTP,19.30672,-99.247965,Av. San Jerónimo - El Rosal
station_1652_0,RTP,19.3082,-99.24708,Av. San Jerónimo - Palmera del Desierto
station_1653_0,RTP,19.31035,-99.24573,Av. San Jerónimo - Azucena
station_1654_0,RTP,19.31161,-99.24484,Av. San Jerónimo - Violeta
station_1655_0,RTP,19.31282,-99.24395,Av. San Jerónimo - Bugambilia
station_1656_0,RTP,19.31447,-99.24266,Av. San Jerónimo - Hortencia
station_1657_0,RTP,19.31559,-99.24136,Av. San Jerónimo - Cruz Verde
station_1658_0,RTP,19.31662,-99.23897,Av. San Jerónimo - Ebano
station_1659_0,RTP,19.3177,-99.23672,Av. San Jerónimo - Luis Cabrera
station_165_2,METRO,19.45126,-99.09621,Aragón
station_165_3,CC,19.4512175,-99.096326,Circuito Interior - Metro Aragón
station_1660_0,RTP,19.31892,-99.23437,Av. San Jerónimo - Lerdo de Tejada
station_1661_0,RTP,19.32089,-99.23187,Av. San Jerónimo - Benito Juárez
station_1662_0,RTP,19.32219,-99.2302,Av. San Jerónimo - Magnolia
station_1663_0,RTP,19.32319,-99.22893,Av. San Jerónimo - Porfirio Díaz
station_1663_1,RTP,19.32363,-99.22827,Av. San Jerónimo - Ciclopista
station_1663_2,RTP,19.32415,-99.22762,Av. San Jerónimo - Corregidora
station_1664_0,RTP,19.32512,-99.22341,Av. San Jerónimo - Héroes de Padierna
station_1665_0,RTP,19.3255,-99.22094,Av. San Jerónimo - Cuauhtémoc
station_1666_0,RTP,19.32828,-99.21846,Av. San Jerónimo - Presa
station_1667_0,RTP,19.32904,-99.21696,Av. San Jerónimo - San Ramón
station_1668_1,RTP,19.33501,-99.19861,Av. Pleuderon
station_1668_2,RTP,19.334049999999998,-99.19935,Iglesia
station_1668_3,RTP,19.33292,-99.19978,Fuego
station_1668_4,RTP,19.33399,-99.19994,Eje 10 Sur Av. San Jerónimo
station_1668_5,RTP,19.333700000000007,-99.200095,Paseos del Pedregal
station_1669_0,RTP,19.32747,-99.21539,Av. Contreras - Redención
station_166_1,CC,19.449917,-99.099141,Circuito Interior - Florines
station_166_2,CC,19.450262,-99.099506,Circuito Interior - Chelines
station_1670_0,RTP,19.32093,-99.22408,Emiliano Zapata - Jalapa
station_1670_1,RTP,19.32033,-99.22521,Emiliano Zapata - Tuxpan
station_1670_2,RTP,19.31972,-99.22611,Emiliano Zapata - 19 de Agosto
station_1671_0,RTP,19.3189,-99.22734,Emiliano Zapata -Veracruz
