geo_cluster,n_stops,n_station_ids_tras_paso2,n_agencias,agencias,nombres
996,16,10,2,"['CC', 'RTP']","['Calz. Ermita Iztapalapa - Auriga', 'Calz. Ermita Iztapalapa - Cruz del Sur ', 'Calz. Ermita Iztapalapa - Sur 75A', 'Calz. Ermita Iztapalapa - Sur 81A', 'Calz. Ermita Iztapalapa - Sur 83', 'Calz. Ermita Iztapalapa - Sur 85', 'Calz. Ermita Iztapalapa - Sur 85A', 'Circuito Interior - Eje 8 Sur Calz. Ermita Iztapalapa', 'Ermita y Auriga', 'Ermita y Cruz Azul', 'Rio Churubusco y Av. Ermita Iztapalapa', 'Rio Churubusco y Ermita Iztapalapa', 'Vía Lactea y Ermita Iztapalapa', 'Vía Lactea y Río Churubusco']"
1529,16,12,2,"['CC', 'TROLE']","['Av. Valle Alto y Calpulalpan', 'Av. Valle de las Zapatas y Calle 2', 'Av. Valle de las Zapatas y Valle de Arriba', 'Calpulalpan', 'Eje 6 Nte. Villa de Ayala y Atlacomulco', 'Eje 6 Nte. Villa de Ayala y Estado Baja California Sur', 'Eje 6 Nte. Villa de Ayala y Estado de Sinaloa', 'Eje 6 Nte. Villa de Ayala y Estado de Zacatecas', 'Eje 6 Nte. Villa de Ayala y Lagos de Moreno', 'Estado de Sinaloa y Av. Villa de Ayala', 'Estado de Zacatecas y Eje 6 Nte. Villa de Ayala', 'Orizaba y Villa de Ayala', 'Villa de Ayala']"
925,16,7,5,"['CC', 'METRO', 'RTP', 'TL', 'TROLE']","['Base Cetram Taxqueña', 'CETRAM STC Metro Tasqueña', 'Calzada de Tlalpan - Av. De las Torres', 'Central del Sur', 'Cerro Huitzilac', 'Cerro Hutzilac', 'Cetram Tasqueña Anden B', 'Eje 9 Sur Calz. Taxqueña - Cerro de Santa Isabel', 'Tasqueña']"
708,16,6,3,"['CC', 'RTP', 'TROLE']","['Av. Marina Nacional', 'Garda', 'Gral. Mariano Escobedo - Lago Garda', 'Gral. Mariano Escobedo - Marina Nacional', 'Lago Garda', 'Marina Nacional', 'Marina Nacional -  Mariano Escobedo', 'Marina Nacional - Lago Garda', 'Marina Nacional - Mariano Escobedo']"
1391,15,11,3,"['CC', 'MB', 'TROLE']","['Cam. San Juan de Aragón y Puerto Acapulco', 'Cam. San Juan de Aragón y Puerto Coatzacoalcos', 'Cam. San Juan de Aragón y Puerto Ensenada', 'Casas Alemán', 'Eje 5 Norte Calz. San Juan de Aragón y Cam. San Juan de Aragón', 'Puerto Acapulco y Camino San Juan Aragón', 'Puerto de Acapulco', 'Puerto de Coatzacoalcos', 'Puerto de Cozumel', 'Puerto de Cádiz', 'Puerto de Guaymas', 'Puerto de San Blas']"
1404,15,13,3,"['MB', 'RTP', 'TROLE']","['Av. Cultura - Cultura Norte', 'Av. de la Culturas - Uranio', 'Av. de las Culturas', 'Av. de las Culturas - Carbono', 'Av. de las Culturas - Cultura Griega', 'Av. de las Culturas - Frente a Bachilleres', 'Av. de las Culturas - Frente a Bachilleres No. 1', 'Av. de las Culturas - Mecánicos', 'Bachilleres 1', 'Carbono', 'Colegio de Bachilleres 1', 'Cultura Norte - Av. de las Culturas', 'Cultura Norte - Unidad Habitacional Xochinahuac', 'Eje 5 Norte Av. Dvo. Reynosa - Av. Culturas', 'Mecánicos']"
493,15,13,2,"['CC', 'RTP']","['Anillo Periférico Canal de Garay - Glorieta Villa Coapa', 'Av. Canal de Miramontes - Av. El Farol', 'Base Canal de Miramontes - Emiliano Zapata ', 'Canal de Miramontes - Av. la Carretera', 'Canal de Miramontes - El Cantaro', 'Canal de Miramontes y Av. La Carreta', 'Canal de Miramontes y El Cántaro', 'Canal de Miramontes y Fortín', 'Cántaro - Miramontes', 'División del Norte', 'El Cantaro', 'El Farol', 'La Carreta', 'La Vereda', 'Prol. Div. Del Norte y Anillo Periférico']"
770,15,11,4,"['CC', 'MB', 'RTP', 'TROLE']","['Ampliación Providencia', 'Baja California Sur - Constitución de la República', 'Camino Sur', 'Camino de la Unión', 'Camino de la Unión ""A"" y Constitución de la República', 'Camino de la Unión - Estado de Tlaxcala', 'Camino de la Unión y Tercer Callejón Amistad', 'Constitución de la República', 'Constitución de la República - Baja California Sur', 'Constitución de la República - Unión', 'Estado de Puebla y Estado de Baja California', 'Francisco Morazán', 'José Loreto Fabela - Francisco Morazan', 'José Loreto Fabela y Av. Francisco Morazán', 'Loreto Fabela - Francisco Morazán']"
344,15,11,4,"['CC', 'MB', 'METRO', 'RTP']","['Av. Chapultepec - Dr. Vertiz', 'Balderas', 'C. C. Metro Balderas - Tolsa y Av. Chapultepec', 'Eje 1 Sur Av. Chapultepec - Enrico Martínez', 'Eje 1 Sur Río de la Loza - Niños Héroes', 'Eje 1A Sur Arcos de Belén - Balderas', 'Eje 1A Sur Arcos de Belén - Luis Moyas ', 'Enrico Mart', 'Sobre Av. Arcos de Belén y Balderas', 'Sobre Av. Niños Heroes y Av. Dr. Río de la Loza']"
750,15,6,3,"['CC', 'RTP', 'TROLE']","['Eje 3 Norte Ángel Albino Corzo - Norte 70', 'Eje 3 Norte Ángel Albino Corzo - Norte 72A', 'Norte 66-A', 'Norte 70', 'Norte 72', 'Norte 72 A', 'Norte 72-A', 'Norte 72-A y Eje 3 Nte.', 'Norte 72-A y Eje 3 Nte. Ángel Albino de Corzo', 'Oriente 95 y Norte 70', 'Oriente 95 y Norte 74']"
2592,15,10,2,"['CC', 'RTP']","['Alcanfores', 'Base Puente Colorado', 'C. Rio Nazas', 'Calz. de las Aguilas y Río Naza', 'Jacarandas', 'Picagregos', 'Puente Metlac', 'Puente Moralillo', 'Río Nautla']"
685,15,8,4,"['CC', 'MB', 'METRO', 'RTP']","['Av. Chapultepec - Metro Cuauhtémoc', 'Av. Chapultepec - Versalles', 'Cuauhtémoc', 'Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Av. Cuauhtémoc', 'Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Bucareli ', 'Eje 1 Sur Av. Chapultepec - Guaymas', 'Eje 1 Sur Av. Chapultepec - Morelia', 'Turín - Abraham González', 'Versalles - Eje 1 Sur Av. Chapultepec', 'Versalles - Marsella']"
128,15,11,5,"['CC', 'MB', 'METRO', 'RTP', 'TROLE']","['Eje 1 Norte Mosqueta - Paseo de la Reforma', 'Eje 1 Norte Rayón - Allende', 'Eje 1 Norte Rayón - Av. Paseo de la Reforma', 'Garibaldi', 'Garibaldi y Lagunilla', 'Ignacio López Rayón y Cjon. Rayon', 'Moctezuma', 'Mosqueta y Paseo de la Reforma', 'República Ecuador', 'Zaragoza - Carlos Julio Meneses']"
27,15,3,5,"['CC', 'MB', 'METRO', 'RTP', 'TROLE']","['Base Cetram Pantitlan', 'Base Metro Pantitlan', 'Base Metro Pantitlán', 'Cetram Pantitlán', 'Eje 1 Norte Manuel Lebrija - Simón Audenaro', 'Miguel Lebrija - Adolfo López Mateos', 'Pantitlán']"
746,15,10,4,"['CC', 'MB', 'RTP', 'TROLE']","['C. de Guadalupe', 'Calz. Guadalupe', 'Calzada de Guadalupe', 'Calzada de los Misterios', 'Eje 3 Norte Av. Ing. Alfredo Robles Dominguez - Calz. de los Misterios', 'Eje 3 Norte Av. Ing. Robles Domínguez - Calz. Misterios', 'Eje 3 Norte Av. Ing. Robles Domínguez - Calz. de Guadalupe', 'Eje 3 Norte Noé - Alicia', 'Eje 3 Norte Noé - Calz. de Guadalupe', 'Misterios', 'Noé', 'Robles Domínguez']"
367,15,12,4,"['CC', 'MB', 'RTP', 'TROLE']","['Andador 17-A', 'Av. Montevideo', 'Eje 5 Norte', 'Eje Central Lázaro Cardenas - Ahuehuetes', 'Eje Central Lázaro Cardenas - Buenavista', 'Eje Central Lázaro Cardenas - Montevideo', 'Eje Central y Montevideo', 'Guanajuato', 'Instituto del Petróleo', 'Lindavista - Vallejo', 'Montevideo', 'Otavalo', 'U. H. Lindavista-Vallejo']"
1380,14,9,3,"['MB', 'RTP', 'TROLE']","['5 de Febrero', 'Alberto Herrera', 'Calzada San Juan de Aragón', 'Cuauhtémoc', 'Delegación Gustavo A. Madero', 'Frente a Delegación Gustavo A. Madero', 'Garrido', 'General Vicente Villada', 'Plaza Mariana']"
1849,14,12,2,"['CC', 'RTP']","['Base Eje 6 Norte Villa de Ayala y Tixtla', 'Camino de la Unión y República Mexicana', 'Eje 6 Nte. Villa de Ayala y Apatzngán', 'Eje 6 Nte. Villa de Ayala y Atotonilco', 'Eje 6 Nte. Villa de Ayala y Atoyac', 'Eje 6 Nte. Villa de Ayala y Cam. de la Unión', 'Eje 6 Nte. Villa de Ayala y Tamazula', 'Tamazula y Norte de Villa de Ayala', 'Villa de Ayala - Atotonilco', 'Villa de Ayala - Camino de la Unión', 'Villa de Ayala - Tamazula', 'Villa de ayala - Apatzingan', 'Villla de Ayala - Atoyac']"
251,14,11,2,"['CC', 'RTP']","['Andador 01 del Temoluco', 'Andador 1', 'Av. Cuautepec', 'Av. Temoluco', 'Av. Ticomán', 'Bajo Puente La Pastora', 'Bajo Puente la Pastora', 'Boulevard Temoluco', 'Lateral Puente la Pastora', 'Punto 25', 'Punto 26', 'Punto 29', 'Ticoman']"
115,14,8,4,"['CC', 'MB', 'RTP', 'TROLE']","['Av. Ingeniero Eduardo Molina', 'Eduardo Molina', 'Eje 3 Norte Angel Álbino Corzo - Eje 3 Oriente Ing. Eduardo Molina', 'Eje 3 Norte Ángel Albino Corzo - Eje 3 Oriente Ing. Eduardo Molina', 'Eje 3 Norte Ángel Albino Corzo - Norte 78A', 'Eje 3 Ote. Ing Eduardo Molina y Oriente 103', 'Eje 3 Ote. Ing Eduardo Molina y Oriente 95', 'Oriente 101', 'Oriente 95 y Eje 3 Oriente']"
186,14,11,3,"['CC', 'RTP', 'TROLE']","['Av. Eje Central', 'Circuito Interior', 'Circuito Interior - Eje Central', 'Circuito Interior - Eje Central Lázaro Cardenas', 'Eje Central Lázaro Cardenas - Clave', 'Felipe Villanueva', 'Insurgentes - Circuito Interior', 'José A. Clave', 'Massenet', 'Río Consulado', 'Río Consulado 1410']"
1191,14,11,3,"['CC', 'METRO', 'RTP']","['Av. Hidalgo y Sabinos', 'Base Eje 2 Ote. H. Congreso de la Unión y Prol. Canal Nacional', 'Base Metro Santa Anita', 'Congreso de la Unión e Hidalgo', 'Congreso de la Unión y Guillermo Prieto', 'Congreso de la Unión y Viaducto Miguel Alemán', 'Eje 2 Ote. H Congreso de la Unión y Guillermo Prieto', 'Honorable Congreso de la Unión - Calle Miguel Hidalgo', 'Honorable Congreso de la Unión - Viaducto Miguel Alemán', 'Honorable Congreso de la Unión - Viaducto Río de la Piedad', 'Santa Anita', 'Viaducto y Congreso de la Unión', 'Viaducto y Congreso de la Unión 2']"
749,14,10,4,"['CC', 'METRO', 'RTP', 'TROLE']","['Bondojito', 'Congreso de la Unión', 'Congreso de la Unión y Oriente 95', 'Congreso de la Unión y Ángel Albino', 'Eje 2 Ote. H Congreso de la Unión y Eje 3 Nte.', 'Eje 2 Ote. H Congreso de la Unión y Ote 107 (propuesta)', 'Eje 3 Norte Ángel Albino Corzo - Eje 2 Oriente Honorable Congreso de la Unión', 'Eje 3 Norte Ángel Albino Corzo - Metro Bondojito', 'Honorable Congreso de la Unión - Ángel Albino Corzo', 'Norte 62 A', 'Norte 62A']"
400,14,10,2,"['CC', 'RTP']","['Av. Paseo de la Reforma', 'Castillo de Chapultepec', 'Paseo de la Reforma', 'Paseo de la Reforma  - Sierra Vertientes', 'Paseo de la Reforma - Sierra Ixtlan', 'Paseo de la Reforma - Sierra Ixtlán', 'Paseo de la Reforma - Sierra Vertientes', 'Paseo de las Palmas - Av. Paseo de laReforma', 'Paseo de las Palmas - Paseo de la Reforma', 'Paseo de las Palmas - Sierra Grande', 'Sierra Vertientes', 'Sierra de la BreNa']"
519,14,9,2,"['CC', 'RTP']","['Carretera San Pablo-Topilejo - Rerención', 'Carretera San Pablo-Xochimilco - Constitución', 'Carretera San Pablo-Xochimilco - Emiliano Zapata', 'Emiliano Zapata - Calle Nueva', 'Emiliano Zapata - Carretera San Pablo-Topilejo', 'Emiliano Zapata - Santiago Tepalcatlalpan', 'Santiago Tepalcatlalpan - Constitución', 'Santiago Tepalcatlalpan - Emilio Carranza', 'Xochimilco San Pablo Topilejo - Constitución', 'Xochimilco San Pablo Topilejo - Reforma']"
1541,14,10,3,"['CC', 'RTP', 'TROLE']","['Cierre de Circuito - Col. Moctezuma', 'Cierre de Circuito Col Moctezuma', 'Norte 172 - Norte 21', 'Norte 172 - Norte 25', 'Norte 21', 'Norte 25 I', 'Norte 25 II', 'Oriente 168 - Norte 25', 'Oriente 168 - Norte 29', 'Oriente 172 y Norte 25', 'Oriente 172 y Norte 29', 'Oriente 175 - Norte 252']"
778,14,13,3,"['CC', 'MB', 'TROLE']","['Av. Talismán', 'Eje 4 Norte Euzkaro - De los Misterios', 'Eje 4 Norte Euzkaro - Guadalupe', 'Eje 4 Norte Euzkaro - Parque Guadalupe', 'Euzkaro', 'Euzkaro - Calz. de los Misterios', 'Fortuna', 'Joyas', 'Joyas - De Guadalupe', 'Necaxa', 'Río Blanco', 'Río Blanco - De los Misterios', 'Talismán']"
705,14,12,2,"['CC', 'RTP']","['Antonio Caso y Gabino Barreda', 'Antonio Caso y Joaquín Velázquez de León', 'Antonio Caso y Manuel Altamirano', 'Antonio Caso y Manuel María Contreras', 'Antonio Caso y Rosas Moreno', 'Maestro Antonio Caso - Serapio Rendón', 'Manuel María Contreras - Villalogín', 'Marina Nacional - Telmex', 'Miguel Schultz - Antonio Caso', 'Miguel Schultz y Antonio Caso', 'Parque Via y Manuel María Contreras', 'Parque Via y Río Amoy', 'Serapio Rendón - Antonio Caso', 'Villalogín - Río Nazas']"
2597,14,9,2,"['CC', 'RTP']","['4ta. Cda. De Las Aguilas', '6a. Cerrada de Tarango', 'C. Escollo', 'Calz. De las Aguilas', 'Cuarta Cerrada de las Aguilas y Walmart', ""Romulo O' Farril"", ""Romulo O'Farril"", 'Serrania', 'Walmart Las Aguilas']"
1749,14,10,2,"['CC', 'RTP']","['Acueducto', 'Av. Cuauhtémoc y Acueducto San Gregorio', 'Av. Cuauhtémoc y Cerrada Acueducto', 'Av. Cuauhtémoc y Pirules', 'Av. San Pedro Atocpan y Lázaro Cárdenas', 'Base San Gregorio', 'Carretera a Oaxtepec 2', 'Carretera a Oaxtepec 3', 'Cuauhtémoc - Carretera a Oaxtepec', 'Lazaro Cardenas', 'Lázaro Cárdenas']"
490,14,10,2,"['CC', 'RTP']","['5 de Mayo - Diligencias', '5 de Mayo Entrada a San Pedro Mártir', 'Av. 5 de Mayo - Diligencias', 'Carretera Federal - 5 de Mayo', 'Carretera Federal - Laurel', 'Carretera Federal - Violeta', 'Carretera Federal a Cuernavaca - 5 de Mayo y San Pedro Mártir', 'Laurel', 'México-Cuernavaca Libre - 5 de Mayo', 'México-Cuernavaca Libre - Lirio', 'San Pedro Mártir']"
162,13,12,3,"['CC', 'RTP', 'TROLE']","['Av. del PeNón', 'Circuito Interior - Av. del Peñón', 'Circuito Interior - Morelos', 'Circuito Interior - Oriente 35', 'Circuito Interior - Siberia', 'Cto. Interior - Av. Morelos', 'Cto. Interior - Av. del Peñon', 'Morelos', 'Persia', 'Río Consulado - Av. del Peñon', 'Río Consulado - Irapuato', 'Río Consulado - Morelos', 'Río Consulado 2941']"
892,13,11,3,"['CC', 'MB', 'RTP']","['Anillo Periférico Canal de Garay - Constitución de Apatzingan', 'Anillo Periférico Canal de Garay - Sur 14C', 'Canal de San Juan y 3 cda. de Canal de San Juan', 'Canal de San Juan y Revolución', 'Canal de San Juan y Sur 16A', 'Constitución de Apatzingan', 'Constitución de Apatzingan y Canal de San Juan', 'Constitución de Apatzingan y Secundaria Oficial', 'Constitución de Apatztingán', 'Periférico - Tepalcates', 'Sur 20 y Canal de San Juan']"
1231,13,13,2,"['CC', 'RTP']","['Av. 3', 'Canal de Miramontes y Av. de El Parque', 'Canal de Miramontes y Calle H MZ X', 'Canal de Miramontes y Gálvez', 'Canal de Miramontes y M.H. Pulido', 'Castellanos Quinto', 'Eje 1 Ote. Canal de Miramontes - Av. 3', 'Eje 1 Ote. Canal de Miramontes - Av. Del Parque', 'Eje 1 Ote. Canal de Miramontes - Ricardo Monges López', 'Eje 1 Ote. Canal de Miramontes - Álvaro Gálvez y Fuentes', 'Galvez y Fuentes', 'Marcos H. Pulido', 'Miramontes y H. Pulido']"
245,13,9,4,"['CC', 'METRO', 'RTP', 'TROLE']","['Autobuses del Norte', 'Av. 100 Metros - Frente a Metro Central Camionera', 'Central del Norte', 'Eje Central Lázaro Cardenas - Autobuses del Norte', 'Eje Central Lázaro Cardenas - CCH Vallejo', 'Eje Central Lázaro Cardenas - Central Camionera del Norte y CCH Vallejo', 'Eje Central Lázaro Cardenas - Frente a Central Camionera del Norte', 'José Guadalupe López Velarde', 'López Velarde', 'Poniente 118']"
156,13,12,3,"['CC', 'RTP', 'TROLE']","['Apatlaco', 'Canal de Apatlaco y Tepehua', 'Chinampas', 'Churubusco 775', 'Circuito Interior - Girasol', 'Circuito Interior - Lenguas Indigenas', 'Girasol', 'Rio Churubusco y  Centro Comercial', 'Rio Churubusco y Av. Girasol', 'Rio Churubusco y Canal de Apatlaco', 'Rio Churubusco y Prepa 2', 'Rio churubusco y Lenguas Indígenas']"
248,13,9,2,"['CC', 'RTP']","['Escuela de Turismo', 'Frente a Clinica 44', 'Frente a Escuela Superior de Turismo', 'Frente a No. 23', 'Frente a No. 547', 'Frente a Unidad Habitacional La Salle', 'Plan de San Luis', 'Punto 19', 'Punto 20', 'Punto 21']"
562,13,11,3,"['CC', 'METRO', 'RTP']","['Calz. de Tlalpan - Metro Xola', 'Calz. de Tlalpan - Santiago', 'Calz. de Tlalpan - Unión Postal', 'Calz. de Tlalpan - Xola', 'Tlalpan - Cuenca', 'Tlalpan - Eje 4 Sur Xola', 'Tlalpan - Metro Xola', 'Tlalpan - Napoleon', 'Tlalpan - Santiago', 'Tlalpan - Toledo', 'Tlalpan - Unión Postal', 'Xola']"
447,13,9,3,"['CC', 'METRO', 'RTP']","['Base Anillo Periférico Canal de San Juan', 'Base Canal de San Juan', 'Calle 6 - Puebla', 'Calz. Ignacio Zaragoza - Calle 6', 'Calz. Ignacio Zaragoza - Canal de San Juan', 'Calz. Ignacio Zaragoza - Eulogio Parra', 'Calz. Ignacio Zaragoza - Oriente 259', 'Canal de San Juan', 'Canal de San Juan y Zaragoza', 'Periférico - Bajo Puente Canal de San Juan', 'Zaragoza - Canal de San Juan']"
668,13,10,3,"['CC', 'RTP', 'TROLE']","['Callejón Resurrección', 'Calz. de la Viga - Av. del Taller', 'Calz. de la Viga - Eje 2 Sur Av. del Taller', 'Calzada de la Viga', 'Eje 1 Ote. Calz de la Viga y José María Árgeda', 'Eje 2A Sur Av. del Taller - Callejón de la Resurrección', 'Eje 2A Sur Av. del Taller - Eje 1 Oriente Calz. de la Viga', 'Gutiérrez Nájera y Av. del Taller', 'Gutiérrez Nájera y La Viga', 'La Viga y Aurrera', 'La Viga y Av. del Taller', 'La Viga y Villaurrutia']"
1614,13,9,2,"['CBB', 'RTP']","['C. C. Palmas - Margaritas', 'Camino a Minas - Azahares', 'Camino a Minas - Benito Juárez', 'Camino a Minas - Chabacano', 'Camino a Minas - Col. Palmas Calle Las Margaritas', 'Camino a Minas - Granada', 'Camino a Minas - Sta. Cruz', 'Camino a las Minas - Azahares', 'Camino a las Minas - Benito Juárez', 'Camino a las Minas - Chabacano', 'Camino a las Minas - Sta. Cruz', 'Camino a las Minas - Violeta', 'Xalpa']"
661,13,10,3,"['CC', 'RTP', 'TROLE']","['Av. México - Sonora', 'Av. Sonora - Amsterdam', 'Av. Sonora - Colima', 'Av. Sonora - Eje 2 Sur Nuevo León', 'Av. Sonora - México', 'Av. Sonora - Parque México', 'Av. Sonora Parque EspaNa', 'Av. Sonora y Av. México', 'Eje 3 Poniente Salamanca - Oaxaca', 'Nuevo León y Sonora', 'Parque EspaNa', 'Sonora']"
752,13,8,3,"['CC', 'RTP', 'TROLE']","['3ra. cda. Av 503', 'Av. 503', 'Av. 503 - Deportivo Zarco', 'Av. 503 y Eje 3 Nte. Ángel Albino de Corzo', 'Av. 503 y Tercera 503', 'Av. 506', 'Av. 509', 'Deportivo Francisco Zarco', 'Eje 3 Norte Av. 506 - Av. 503', 'Eje 3 Norte Av. 506 - Av. 507', 'Ángel Albino Corzo']"
743,13,9,4,"['CC', 'MB', 'RTP', 'TROLE']","['C. Vallejo', 'Calle 28', 'Cuitláhuac', 'Eje 3 Norte Av. Cuitlahuac - Calle 28', 'Eje 3 Norte Av. Cuitlahuac - Eje 1 Poniente Calz. Vallejo', 'Eje 3 Norte Av. Cuitlahuac - Francisco Pérez', 'Vallejo', 'Vallejo Norte']"
406,13,5,2,"['CC', 'RTP']","['Anillo Periférico Blvd. Manuel Avila Camacho - Paseo de la Reforma', 'Montes Urales - Paseo de la Reforma', 'Paseo de la Reforma - Fuente de Petróleos', 'Paseo de la Reforma - Montes Urales', 'Paseo de la Reforma - Prado Norte', 'Paseo de la Reforma y Prado Norte', 'Paseo de la Reforma y Prados Sur', 'Prado Norte - Paseo de la Reforma']"
1230,13,9,3,"['CC', 'RTP', 'TROLE']","['Calz. Tasqueña', 'Canal de Miramontes', 'Canal de Miramontes y Calz. Tasqueña', 'Canal de Miramontes y Calzada Taxqueña', 'Canal de Miramontes y Cerro de San Antonio', 'Eje 1 Ote. Canal de Miramontes - Calzada Taxqueña', 'Eje 1 Ote. Canal de Miramontes - Cerro de San Antonio', 'Eje 9 Sur Calz. Taxqueña - Cerro Macuiltepec', 'Eje 9 Sur Calz. Taxqueña - Eje 1 Ote. Canal de Miramontes', 'Miramontes y Taxqueña', 'Teponaxtle']"
129,12,6,3,"['CC', 'RTP', 'TROLE']","['Calle Héroes - Mosqueta Eje 1 Norte y Flores Magon', 'Flores Magón', 'Flores Magón ', 'Luna', 'Ricardo Flores Magón - Eje Central Lázaro Cardenas', 'Ricardo Flores Magón - Eje Central Norte', 'Zaragoza - Av. Ricardo Flores Magon']"
2480,12,9,2,"['CC', 'RTP']","['Av. Santa Lucia', 'Base Plateros', 'Calz. De la Romeria', 'Calz. De las Carretas', 'Charreria', 'Estudiantina', 'Nacimiento', 'Paseo de los Corceles', 'Pesebre']"
487,12,10,2,"['CC', 'RTP']","['Carretera Federal a Cuernavaca - Tlalpuente entrada al Xitle', 'Carretera Federal a Cuernavaca - Xochitla', 'México-Cuernavaca Libre - Entrada a San Andres', 'México-Cuernavaca Libre - Entrada a San Andrés Reforma', 'México-Cuernavaca Libre - Jardín Ixtle', 'México-Cuernavaca Libre - La Presa', 'México-Cuernavaca Libre - Tlalpuente', 'San Andres', 'Tlalpuente', 'Tlalpuente Entrada al Xitle', 'Xochitla']"
1867,12,6,2,"['CC', 'RTP']","['Dolores Guerrero - Manuela Medina', 'Dolores Guerrero y Manuela Medina', 'Manuela Medina - Adelita', 'Manuela Medina - Andador Las Coronelas', 'Manuela Medina - Dolores Guerrero', 'Manuela Medina - La Adelita', 'Manuela Medina - La Valentina', 'Manuela Medina - Tepetlapa', 'Manuela Medina - Valle', 'Tepetlapa y Manuela Medina']"
576,12,11,2,"['CC', 'RTP']","['Anillo Periférico Blvd. Adolfo Ruiz Cortines - Cafetales', 'Anillo Periférico Canal de Garay - Canal Nacional', 'Anillo Periférico Canal de Garay - Cruz Roja Cuemanco', 'Blvd. Adolfo Ruíz Cortines y Cuemanco', 'Periférico - Canal Nacional', 'Periférico - Cuemanco', 'Periférico - Cuemanco 2', 'Periférico - Hacienda Torrecillas', 'Sobre Anillo Periférico y Av. Canal Nacional', 'Sobre Blvd. Adolfo Ruíz Cortines y Hacienda Vista Hermosa', 'Sobre Cuemanco']"
772,12,9,4,"['CC', 'MB', 'RTP', 'TROLE']","['416 Poniente', 'Camino de San Juan de Aragón', 'José Loreto Fabela - Av. 416', 'José Loreto Fabela - Calle 414', 'José Loreto Fabela - Camino San Juan de Aragón', 'Loreto Fabela', 'Loreto Fabela - Camino a San Juan', 'Puerto Progreso', 'Puerto de Barra de Nautla', 'Puerto de Tlacotalpan']"
924,12,12,3,"['CC', 'RTP', 'TL']","['Calz. de Tlalpan - Ciudad Jardín', 'Calz. de Tlalpan - Dr. Galvez y Fuentes', 'Calz. de Tlalpan - Jacarandas', 'Calz. de Tlalpan - Retorno 814', 'Calz. de Tlalpan - Xotepingo', 'Ciudad Jardín', 'Quinto', 'Tlalpan - Ciudad Jardín', 'Tlalpan - Galvez y Fuentes', 'Tlalpan y Jacarandas', 'Tlalpan y Tulipan', 'Tlalpan y Xotepingo']"
1599,12,8,3,"['CC', 'RTP', 'TROLE']","['Ajusco', 'Churubusco', 'Circuito Interior - División del Norte', 'Circuito Interior - División del Norte y Coyoacan', 'Rio Churubusco y Corina', 'Rio Churubusco y División del Norte', 'Rio Churubusco y Eje Central', 'Sobre Av. División del Norte y Av. Río Churubusco', 'Sobre Av. División del Norte y Londres']"
914,12,8,3,"['CC', 'RTP', 'TROLE']","['Av. Aztecas', 'Av. Panamericana', 'Aztecas - Cuauhtémoc y Tlatecutli', 'Aztecas - Rey Tlaltecuhtli', 'Cantera', 'Iman - Aztecas', 'Iman - México 68', 'Totonacas']"
1306,12,11,4,"['CC', 'METRO', 'RTP', 'TROLE']","['Anillo Periférico Canal de Garay - Av. Tláhuac', 'Av. San Lorenzo - Av. Tláhuac', 'Av. Tláhuac', 'Av. Tláhuac - Anillo Periférico Canal de Garay', 'Av. Tláhuac - Metro Periférico Ote.', 'CETRAM Periférico', 'Monzón - Periférico', 'Periférico - Av. Tláhuac', 'Periférico - Ignacio Allende', 'Periférico - Vuelta en U Av. Tláhuac', 'Periférico Oriente']"
2445,12,7,2,"['CC', 'RTP']","['Alta Tension', 'Alta Tensión', 'Av. Luz y Fuerza', 'Azcapotzalco', 'Cuajimalpa', 'Guadalupe Hidalgo', 'Iztapalapa', 'Xochimilco']"
1406,12,10,3,"['CC', 'MB', 'RTP']","['Av. de la Noria', 'Av. de la Noria y Preparatoria 1', 'Francisco Goytia - Plan de Muyuguarda', 'Preparatoria 1', 'Preparatoria No. 1', 'Prol. Div. Del Norte y Contorno Majuelos', 'Prol. Div. Del Norte y Muyuguarda', 'Prol. Div. Del Norte y Plan de Muyuguarda', 'Prol. División del Norte - Av. Muyuguarda', 'Prol. División del Norte - Plan de Ayala', 'Prol. División del Norte - Preparatoria No. 1', 'Prol. División del Norte - de la Noria']"
495,12,7,2,"['CC', 'RTP']","['Acoxpa - Calz. de Guadalupe', 'Acoxpa - Club Deportivo Veracruz', 'Acoxpa - División del Norte', 'Acoxpa - San Juan de Dios', 'Sobre Calz. Acoxpa y Av. División del Norte', 'Sobre Calz. Acoxpa y Calz. De Gpe.', 'Sobre Calz. Acoxpa y Club Oro']"
561,12,8,4,"['CC', 'METRO', 'RTP', 'TROLE']","['Calz. de Tlalpan - Ahorro Postal', 'Calz. de Tlalpan - Clínica 10', 'Calz. de Tlalpan - Metro Villa de Cortes', 'Calz. de Tlalpan - Refugio', 'Tlalpan', 'Tlalpan  - Giros Postales', 'Tlalpan - Ahorro Postal', 'Tlalpan - Clínica 10', 'Tlalpan - Metro Villa de Cortes', 'Villa de Cortés']"
558,12,9,3,"['CC', 'METRO', 'RTP']","['Av. Presidentes - Calz. de Tlalpan', 'Calz. de Tlalpan - Metro Portales', 'Calz. de Tlalpan - Municipio Libre', 'Calz. de Tlalpan - Santa Cruz', 'Portales', 'Tlalpan - Metro Portales', 'Tlalpan - Municipio Libre', 'Tlalpan - Santa Cruz', 'Tlalpan - Suiza']"
